
--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-ltc-fcan-comp//c3d_rgb_ltc_fcan_maxpool_sz58_len60_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.819350
Expriment finished at 2017-06-03 00:12:31.951656 
Per class accuracy
Class 78: ... 0.67
Class 79: ... 1.00
Class 80: ... 1.00
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.92
Class 84: ... 1.00
Class 85: ... 1.00
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.97
Class 89: ... 0.88
Class 90: ... 0.61
Class 91: ... 0.98
Class 92: ... 0.62
Class 93: ... 0.94
Class 94: ... 0.67
Class 95: ... 0.96
Class 96: ... 1.00
Class 97: ... 1.00
Class 98: ... 1.00
Class 99: ... 0.86
Class 100: ... 0.91

--------------------------------------------------
Compute clip accuracy of UCF101 3 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-ltc-fcan-comp//c3d_rgb_fcan_pool1_sz112_len16_split3_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 3 of UCF101 is 0.821173
Expriment finished at 2017-07-30 12:40:29.271175 
Per class accuracy
Class 0: ... 0.87
Class 1: ... 0.59
Class 2: ... 0.66
Class 3: ... 0.92
Class 4: ... 0.86
Class 5: ... 0.96
Class 6: ... 0.82
Class 7: ... 0.87
Class 8: ... 0.96
Class 9: ... 0.92
Class 10: ... 0.98
Class 11: ... 0.97
Class 12: ... 0.77
Class 13: ... 0.92
Class 14: ... 0.60
Class 15: ... 1.00
Class 16: ... 0.88
Class 17: ... 0.99
Class 18: ... 0.75
Class 19: ... 0.73
Class 20: ... 0.91
Class 21: ... 0.81
Class 22: ... 0.76
Class 23: ... 0.29
Class 24: ... 0.77
Class 25: ... 0.99
Class 26: ... 0.94
Class 27: ... 0.88
Class 28: ... 0.88
Class 29: ... 0.94
Class 30: ... 0.93
Class 31: ... 0.80
Class 32: ... 0.93
Class 33: ... 0.53
Class 34: ... 0.66
Class 35: ... 0.90
Class 36: ... 0.87
Class 37: ... 0.36
Class 38: ... 0.71
Class 39: ... 0.76
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.90
Class 43: ... 0.99
Class 44: ... 0.72
Class 45: ... 0.89
Class 46: ... 0.83
Class 47: ... 0.85
Class 48: ... 0.90
Class 49: ... 0.94
Class 50: ... 0.93
Class 51: ... 0.46
Class 52: ... 0.93
Class 53: ... 0.89
Class 54: ... 0.60
Class 55: ... 0.61
Class 56: ... 0.98
Class 57: ... 0.25
Class 58: ... 0.89
Class 59: ... 0.54
Class 60: ... 0.88
Class 61: ... 0.49
Class 62: ... 0.71
Class 63: ... 0.87
Class 64: ... 0.90
Class 65: ... 0.98
Class 66: ... 0.55
Class 67: ... 0.90
Class 68: ... 0.93
Class 69: ... 0.81
Class 70: ... 0.99
Class 71: ... 0.86
Class 72: ... 0.95
Class 73: ... 0.93
Class 74: ... 0.69
Class 75: ... 0.92
Class 76: ... 0.92
Class 77: ... 0.62
Class 78: ... 0.48
Class 79: ... 0.98
Class 80: ... 0.98
Class 81: ... 0.97
Class 82: ... 0.76
Class 83: ... 0.79
Class 84: ... 0.86
Class 85: ... 0.95
Class 86: ... 0.96
Class 87: ... 0.88
Class 88: ... 0.95
Class 89: ... 0.64
Class 90: ... 0.89
Class 91: ... 0.94
Class 92: ... 0.56
Class 93: ... 0.90
Class 94: ... 0.83
Class 95: ... 0.85
Class 96: ... 0.91
Class 97: ... 0.91
Class 98: ... 0.54
Class 99: ... 0.97
Class 100: ... 0.63

--------------------------------------------------
Compute video accuracy of UCF101 split 3 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-ltc-fcan-comp//c3d_rgb_fcan_pool1_sz112_len16_split3_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 3 of UCF101 is 0.863095
Expriment finished at 2017-07-30 12:40:32.048972 
Per class accuracy
Class 0: ... 0.92
Class 1: ... 0.55
Class 2: ... 0.79
Class 3: ... 0.95
Class 4: ... 0.87
Class 5: ... 0.95
Class 6: ... 0.82
Class 7: ... 0.95
Class 8: ... 0.97
Class 9: ... 0.98
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.88
Class 13: ... 0.96
Class 14: ... 0.73
Class 15: ... 1.00
Class 16: ... 1.00
Class 17: ... 1.00
Class 18: ... 0.76
Class 19: ... 0.79
Class 20: ... 0.93
Class 21: ... 0.89
Class 22: ... 0.86
Class 23: ... 0.28
Class 24: ... 0.79
Class 25: ... 1.00
Class 26: ... 1.00
Class 27: ... 0.89
Class 28: ... 0.90
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.90
Class 32: ... 0.97
Class 33: ... 0.60
Class 34: ... 0.67
Class 35: ... 0.92
Class 36: ... 0.93
Class 37: ... 0.45
Class 38: ... 0.76
Class 39: ... 0.97
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.91
Class 43: ... 1.00
Class 44: ... 0.76
Class 45: ... 0.96
Class 46: ... 0.87
Class 47: ... 0.86
Class 48: ... 0.93
Class 49: ... 0.97
Class 50: ... 0.97
Class 51: ... 0.55
Class 52: ... 0.95
Class 53: ... 0.90
Class 54: ... 0.69
Class 55: ... 0.62
Class 56: ... 1.00
Class 57: ... 0.31
Class 58: ... 0.94
Class 59: ... 0.58
Class 60: ... 0.93
Class 61: ... 0.57
Class 62: ... 0.71
Class 63: ... 0.88
Class 64: ... 0.98
Class 65: ... 1.00
Class 66: ... 0.61
Class 67: ... 1.00
Class 68: ... 1.00
Class 69: ... 0.86
Class 70: ... 1.00
Class 71: ... 0.96
Class 72: ... 1.00
Class 73: ... 0.97
Class 74: ... 0.83
Class 75: ... 0.95
Class 76: ... 1.00
Class 77: ... 0.67
Class 78: ... 0.54
Class 79: ... 1.00
Class 80: ... 1.00
Class 81: ... 1.00
Class 82: ... 0.79
Class 83: ... 0.93
Class 84: ... 0.86
Class 85: ... 1.00
Class 86: ... 1.00
Class 87: ... 0.92
Class 88: ... 1.00
Class 89: ... 0.60
Class 90: ... 0.89
Class 91: ... 0.93
Class 92: ... 0.61
Class 93: ... 0.88
Class 94: ... 0.87
Class 95: ... 0.88
Class 96: ... 0.89
Class 97: ... 0.97
Class 98: ... 0.55
Class 99: ... 1.00
Class 100: ... 0.67

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-ltc-fcan-comp//c3d_rgb_fcan_pool1_sz112_len16_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.819911
Expriment finished at 2017-07-31 17:37:15.810875 
Per class accuracy
Class 0: ... 0.92
Class 1: ... 0.77
Class 2: ... 0.65
Class 3: ... 0.81
Class 4: ... 0.94
Class 5: ... 0.96
Class 6: ... 0.85
Class 7: ... 0.65
Class 8: ... 1.00
Class 9: ... 0.93
Class 10: ... 0.95
Class 11: ... 1.00
Class 12: ... 0.66
Class 13: ... 0.89
Class 14: ... 0.49
Class 15: ... 0.99
Class 16: ... 0.74
Class 17: ... 0.96
Class 18: ... 0.92
Class 19: ... 0.47
Class 20: ... 0.89
Class 21: ... 0.90
Class 22: ... 0.67
Class 23: ... 0.50
Class 24: ... 0.95
Class 25: ... 1.00
Class 26: ... 0.92
Class 27: ... 0.98
Class 28: ... 0.86
Class 29: ... 0.95
Class 30: ... 0.95
Class 31: ... 0.59
Class 32: ... 0.77
Class 33: ... 0.52
Class 34: ... 0.33
Class 35: ... 0.71
Class 36: ... 0.72
Class 37: ... 0.32
Class 38: ... 0.82
Class 39: ... 0.59
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 0.99
Class 44: ... 0.63
Class 45: ... 0.97
Class 46: ... 0.65
Class 47: ... 0.76
Class 48: ... 0.93
Class 49: ... 0.90
Class 50: ... 0.76
Class 51: ... 0.47
Class 52: ... 0.79
Class 53: ... 0.80
Class 54: ... 0.81
Class 55: ... 0.56
Class 56: ... 0.97
Class 57: ... 0.37
Class 58: ... 0.86
Class 59: ... 0.68
Class 60: ... 0.82
Class 61: ... 0.73
Class 62: ... 0.99
Class 63: ... 0.96
Class 64: ... 0.82
Class 65: ... 0.97
Class 66: ... 0.77
Class 67: ... 0.81
Class 68: ... 0.95
Class 69: ... 0.63
Class 70: ... 0.87
Class 71: ... 0.83
Class 72: ... 0.81
Class 73: ... 0.94
Class 74: ... 0.92
Class 75: ... 0.98
Class 76: ... 0.84
Class 77: ... 0.40
Class 78: ... 0.61
Class 79: ... 0.93
Class 80: ... 0.78
Class 81: ... 0.99
Class 82: ... 0.98
Class 83: ... 0.94
Class 84: ... 1.00
Class 85: ... 0.91
Class 86: ... 0.99
Class 87: ... 0.99
Class 88: ... 0.85
Class 89: ... 0.97
Class 90: ... 0.83
Class 91: ... 0.92
Class 92: ... 0.79
Class 93: ... 0.97
Class 94: ... 0.96
Class 95: ... 0.91
Class 96: ... 1.00
Class 97: ... 0.84
Class 98: ... 0.57
Class 99: ... 0.96
Class 100: ... 0.58

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-ltc-fcan-comp//c3d_rgb_fcan_pool1_sz112_len16_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.856727
Expriment finished at 2017-07-31 17:37:18.799513 
Per class accuracy
Class 0: ... 0.93
Class 1: ... 0.78
Class 2: ... 0.73
Class 3: ... 0.80
Class 4: ... 1.00
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.69
Class 8: ... 1.00
Class 9: ... 0.92
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.76
Class 13: ... 0.94
Class 14: ... 0.50
Class 15: ... 1.00
Class 16: ... 0.71
Class 17: ... 0.97
Class 18: ... 0.96
Class 19: ... 0.47
Class 20: ... 0.88
Class 21: ... 0.97
Class 22: ... 0.67
Class 23: ... 0.51
Class 24: ... 0.97
Class 25: ... 1.00
Class 26: ... 0.96
Class 27: ... 1.00
Class 28: ... 0.88
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.59
Class 32: ... 0.79
Class 33: ... 0.58
Class 34: ... 0.33
Class 35: ... 0.76
Class 36: ... 0.79
Class 37: ... 0.41
Class 38: ... 0.85
Class 39: ... 0.78
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.74
Class 45: ... 1.00
Class 46: ... 0.65
Class 47: ... 0.95
Class 48: ... 0.94
Class 49: ... 0.91
Class 50: ... 0.87
Class 51: ... 0.57
Class 52: ... 0.85
Class 53: ... 0.80
Class 54: ... 0.91
Class 55: ... 0.60
Class 56: ... 1.00
Class 57: ... 0.48
Class 58: ... 0.93
Class 59: ... 0.71
Class 60: ... 0.82
Class 61: ... 0.77
Class 62: ... 1.00
Class 63: ... 0.96
Class 64: ... 0.84
Class 65: ... 0.97
Class 66: ... 0.82
Class 67: ... 0.97
Class 68: ... 1.00
Class 69: ... 0.71
Class 70: ... 0.87
Class 71: ... 0.87
Class 72: ... 0.89
Class 73: ... 0.98
Class 74: ... 0.97
Class 75: ... 1.00
Class 76: ... 0.91
Class 77: ... 0.42
Class 78: ... 0.67
Class 79: ... 0.94
Class 80: ... 0.85
Class 81: ... 1.00
Class 82: ... 1.00
Class 83: ... 0.97
Class 84: ... 1.00
Class 85: ... 0.97
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.95
Class 89: ... 1.00
Class 90: ... 0.86
Class 91: ... 0.96
Class 92: ... 0.87
Class 93: ... 1.00
Class 94: ... 0.98
Class 95: ... 0.93
Class 96: ... 1.00
Class 97: ... 0.86
Class 98: ... 0.57
Class 99: ... 0.98
Class 100: ... 0.69

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-ltc-fcan-comp//c3d_rgb_ltc_fcan_maxpool_sz58_len16_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.753933
Expriment finished at 2017-08-01 23:09:01.717842 
Per class accuracy
Class 0: ... 0.77
Class 1: ... 0.82
Class 2: ... 0.58
Class 3: ... 0.74
Class 4: ... 0.81
Class 5: ... 0.91
Class 6: ... 0.83
Class 7: ... 0.66
Class 8: ... 0.98
Class 9: ... 0.95
Class 10: ... 0.91
Class 11: ... 0.99
Class 12: ... 0.50
Class 13: ... 0.79
Class 14: ... 0.47
Class 15: ... 0.93
Class 16: ... 0.63
Class 17: ... 0.94
Class 18: ... 0.91
Class 19: ... 0.37
Class 20: ... 0.84
Class 21: ... 0.83
Class 22: ... 0.54
Class 23: ... 0.23
Class 24: ... 0.84
Class 25: ... 0.98
Class 26: ... 0.83
Class 27: ... 0.97
Class 28: ... 0.90
Class 29: ... 0.87
Class 30: ... 0.89
Class 31: ... 0.60
Class 32: ... 0.73
Class 33: ... 0.59
Class 34: ... 0.32
Class 35: ... 0.64
Class 36: ... 0.73
Class 37: ... 0.13
Class 38: ... 0.81
Class 39: ... 0.51
Class 40: ... 0.99
Class 41: ... 1.00
Class 42: ... 0.94
Class 43: ... 0.97
Class 44: ... 0.67
Class 45: ... 0.85
Class 46: ... 0.66
Class 47: ... 0.51
Class 48: ... 0.87
Class 49: ... 0.86
Class 50: ... 0.60
Class 51: ... 0.48
Class 52: ... 0.74
Class 53: ... 0.75
Class 54: ... 0.74
Class 55: ... 0.43
Class 56: ... 0.92
Class 57: ... 0.51
Class 58: ... 0.61
Class 59: ... 0.61
Class 60: ... 0.92
Class 61: ... 0.75
Class 62: ... 0.79
Class 63: ... 0.97
Class 64: ... 0.70
Class 65: ... 0.93
Class 66: ... 0.70
Class 67: ... 0.65
Class 68: ... 0.74
Class 69: ... 0.65
Class 70: ... 0.87
Class 71: ... 0.73
Class 72: ... 0.83
Class 73: ... 0.89
Class 74: ... 0.72
Class 75: ... 0.84
Class 76: ... 0.77
Class 77: ... 0.27
Class 78: ... 0.47
Class 79: ... 0.87
Class 80: ... 0.75
Class 81: ... 0.92
Class 82: ... 0.96
Class 83: ... 0.74
Class 84: ... 0.89
Class 85: ... 0.76
Class 86: ... 0.94
Class 87: ... 0.93
Class 88: ... 0.74
Class 89: ... 0.86
Class 90: ... 0.78
Class 91: ... 0.83
Class 92: ... 0.79
Class 93: ... 0.95
Class 94: ... 0.91
Class 95: ... 0.89
Class 96: ... 0.96
Class 97: ... 0.85
Class 98: ... 0.36
Class 99: ... 0.88
Class 100: ... 0.49

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-ltc-fcan-comp//c3d_rgb_ltc_fcan_maxpool_sz58_len16_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.800687
Expriment finished at 2017-08-01 23:09:04.705989 
Per class accuracy
Class 0: ... 0.77
Class 1: ... 0.84
Class 2: ... 0.71
Class 3: ... 0.86
Class 4: ... 0.90
Class 5: ... 0.93
Class 6: ... 0.84
Class 7: ... 0.69
Class 8: ... 1.00
Class 9: ... 0.98
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.50
Class 13: ... 0.85
Class 14: ... 0.53
Class 15: ... 0.93
Class 16: ... 0.69
Class 17: ... 0.97
Class 18: ... 0.96
Class 19: ... 0.42
Class 20: ... 0.85
Class 21: ... 0.90
Class 22: ... 0.56
Class 23: ... 0.18
Class 24: ... 0.94
Class 25: ... 1.00
Class 26: ... 0.84
Class 27: ... 1.00
Class 28: ... 0.95
Class 29: ... 0.92
Class 30: ... 0.97
Class 31: ... 0.65
Class 32: ... 0.85
Class 33: ... 0.73
Class 34: ... 0.33
Class 35: ... 0.69
Class 36: ... 0.82
Class 37: ... 0.12
Class 38: ... 0.93
Class 39: ... 0.68
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.97
Class 43: ... 0.98
Class 44: ... 0.74
Class 45: ... 0.90
Class 46: ... 0.65
Class 47: ... 0.68
Class 48: ... 0.97
Class 49: ... 0.85
Class 50: ... 0.69
Class 51: ... 0.51
Class 52: ... 0.73
Class 53: ... 0.78
Class 54: ... 0.82
Class 55: ... 0.54
Class 56: ... 0.97
Class 57: ... 0.58
Class 58: ... 0.59
Class 59: ... 0.66
Class 60: ... 0.96
Class 61: ... 0.88
Class 62: ... 0.81
Class 63: ... 1.00
Class 64: ... 0.70
Class 65: ... 0.97
Class 66: ... 0.79
Class 67: ... 0.78
Class 68: ... 0.80
Class 69: ... 0.71
Class 70: ... 0.87
Class 71: ... 0.77
Class 72: ... 0.86
Class 73: ... 0.93
Class 74: ... 0.82
Class 75: ... 0.86
Class 76: ... 0.81
Class 77: ... 0.26
Class 78: ... 0.57
Class 79: ... 0.97
Class 80: ... 0.75
Class 81: ... 0.96
Class 82: ... 0.97
Class 83: ... 0.79
Class 84: ... 0.90
Class 85: ... 0.91
Class 86: ... 0.97
Class 87: ... 1.00
Class 88: ... 0.76
Class 89: ... 0.90
Class 90: ... 0.86
Class 91: ... 0.96
Class 92: ... 0.87
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.93
Class 96: ... 0.97
Class 97: ... 0.94
Class 98: ... 0.26
Class 99: ... 0.91
Class 100: ... 0.50
