
--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/features/c3d_ucf101_finetune_whole_split1_iter_20000_newfb_format/
Probability extention: prob
Clip accuracy on testset split 1 of UCF101 is 0.778060
Expriment finished at 2016-10-24 10:36:38.922406 
Per class accuracy
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features-10view/c3d_rgb_lmdb_fb_split1_model2_iter_10000/
Probability extention: prob
Clip accuracy on testset split 1 of UCF101 is 0.794262
Expriment finished at 2016-10-27 11:55:56.638817 
Per class accuracy
Class 0: ... 0.65
Class 1: ... 0.77
Class 2: ... 0.72
Class 3: ... 0.84
Class 4: ... 0.87
Class 5: ... 0.97
Class 6: ... 0.86
Class 7: ... 0.61
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 0.97
Class 11: ... 1.00
Class 12: ... 0.46
Class 13: ... 0.82
Class 14: ... 0.55
Class 15: ... 1.00
Class 16: ... 0.80
Class 17: ... 0.97
Class 18: ... 0.92
Class 19: ... 0.29
Class 20: ... 0.85
Class 21: ... 0.85
Class 22: ... 0.56
Class 23: ... 0.38
Class 24: ... 0.91
Class 25: ... 1.00
Class 26: ... 0.85
Class 27: ... 1.00
Class 28: ... 0.99
Class 29: ... 0.94
Class 30: ... 0.95
Class 31: ... 0.49
Class 32: ... 0.85
Class 33: ... 0.52
Class 34: ... 0.35
Class 35: ... 0.70
Class 36: ... 0.57
Class 37: ... 0.35
Class 38: ... 0.91
Class 39: ... 0.58
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 0.98
Class 44: ... 0.70
Class 45: ... 0.83
Class 46: ... 0.76
Class 47: ... 0.54
Class 48: ... 0.90
Class 49: ... 0.88
Class 50: ... 0.73
Class 51: ... 0.51
Class 52: ... 0.69
Class 53: ... 0.69
Class 54: ... 0.81
Class 55: ... 0.44
Class 56: ... 0.94
Class 57: ... 0.32
Class 58: ... 0.67
Class 59: ... 0.54
Class 60: ... 0.75
Class 61: ... 0.75
Class 62: ... 0.94
Class 63: ... 0.95
Class 64: ... 0.86
Class 65: ... 0.95
Class 66: ... 0.70
Class 67: ... 0.83
Class 68: ... 0.94
Class 69: ... 0.59
Class 70: ... 0.88
Class 71: ... 0.68
Class 72: ... 0.84
Class 73: ... 0.91
Class 74: ... 0.85
Class 75: ... 0.97
Class 76: ... 0.79
Class 77: ... 0.32
Class 78: ... 0.30
Class 79: ... 0.94
Class 80: ... 0.76
Class 81: ... 0.98
Class 82: ... 0.97
Class 83: ... 0.80
Class 84: ... 1.00
Class 85: ... 0.98
Class 86: ... 0.99
Class 87: ... 0.98
Class 88: ... 0.82
Class 89: ... 0.93
Class 90: ... 0.84
Class 91: ... 1.00
Class 92: ... 0.79
Class 93: ... 1.00
Class 94: ... 0.97
Class 95: ... 0.96
Class 96: ... 0.99
Class 97: ... 0.87
Class 98: ... 0.58
Class 99: ... 1.00
Class 100: ... 0.62

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features-10view/c3d_rgb_lmdb_fb_split1_model2_iter_10000/
Probability extention: prob
Video accuracy on testset split 1 of UCF101 is 0.815755
Expriment finished at 2016-10-27 12:00:50.752357 
Per class accuracy
Class 0: ... 0.66
Class 1: ... 0.78
Class 2: ... 0.80
Class 3: ... 0.89
Class 4: ... 0.90
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.63
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.50
Class 13: ... 0.82
Class 14: ... 0.67
Class 15: ... 1.00
Class 16: ... 0.86
Class 17: ... 0.97
Class 18: ... 0.96
Class 19: ... 0.31
Class 20: ... 0.85
Class 21: ... 0.97
Class 22: ... 0.61
Class 23: ... 0.41
Class 24: ... 0.94
Class 25: ... 1.00
Class 26: ... 0.87
Class 27: ... 1.00
Class 28: ... 1.00
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.49
Class 32: ... 0.87
Class 33: ... 0.55
Class 34: ... 0.36
Class 35: ... 0.71
Class 36: ... 0.50
Class 37: ... 0.41
Class 38: ... 0.95
Class 39: ... 0.70
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 0.98
Class 44: ... 0.71
Class 45: ... 0.85
Class 46: ... 0.76
Class 47: ... 0.53
Class 48: ... 0.94
Class 49: ... 0.88
Class 50: ... 0.72
Class 51: ... 0.54
Class 52: ... 0.67
Class 53: ... 0.71
Class 54: ... 0.85
Class 55: ... 0.49
Class 56: ... 0.95
Class 57: ... 0.36
Class 58: ... 0.66
Class 59: ... 0.61
Class 60: ... 0.80
Class 61: ... 0.81
Class 62: ... 0.93
Class 63: ... 0.96
Class 64: ... 0.89
Class 65: ... 0.97
Class 66: ... 0.75
Class 67: ... 0.93
Class 68: ... 1.00
Class 69: ... 0.64
Class 70: ... 0.87
Class 71: ... 0.70
Class 72: ... 0.86
Class 73: ... 0.93
Class 74: ... 0.91
Class 75: ... 0.97
Class 76: ... 0.79
Class 77: ... 0.33
Class 78: ... 0.30
Class 79: ... 0.94
Class 80: ... 0.80
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.82
Class 84: ... 1.00
Class 85: ... 1.00
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.83
Class 89: ... 0.92
Class 90: ... 0.86
Class 91: ... 1.00
Class 92: ... 0.82
Class 93: ... 1.00
Class 94: ... 0.98
Class 95: ... 0.96
Class 96: ... 1.00
Class 97: ... 0.92
Class 98: ... 0.60
Class 99: ... 1.00
Class 100: ... 0.64

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features/c3d_rgb_lmdb_fb_split1_model3_iter_10000/
Probability extention: prob
Clip accuracy on testset split 1 of UCF101 is 0.789423
Expriment finished at 2016-10-27 17:03:57.791423 
Per class accuracy
Class 0: ... 0.66
Class 1: ... 0.72
Class 2: ... 0.69
Class 3: ... 0.90
Class 4: ... 0.87
Class 5: ... 0.97
Class 6: ... 0.85
Class 7: ... 0.59
Class 8: ... 1.00
Class 9: ... 0.98
Class 10: ... 0.96
Class 11: ... 1.00
Class 12: ... 0.55
Class 13: ... 0.73
Class 14: ... 0.47
Class 15: ... 1.00
Class 16: ... 0.73
Class 17: ... 0.94
Class 18: ... 0.89
Class 19: ... 0.31
Class 20: ... 0.86
Class 21: ... 0.88
Class 22: ... 0.63
Class 23: ... 0.53
Class 24: ... 0.80
Class 25: ... 1.00
Class 26: ... 0.88
Class 27: ... 0.99
Class 28: ... 0.92
Class 29: ... 0.95
Class 30: ... 0.94
Class 31: ... 0.58
Class 32: ... 0.75
Class 33: ... 0.42
Class 34: ... 0.33
Class 35: ... 0.70
Class 36: ... 0.63
Class 37: ... 0.34
Class 38: ... 0.88
Class 39: ... 0.55
Class 40: ... 0.99
Class 41: ... 1.00
Class 42: ... 0.98
Class 43: ... 1.00
Class 44: ... 0.66
Class 45: ... 0.89
Class 46: ... 0.53
Class 47: ... 0.55
Class 48: ... 0.93
Class 49: ... 0.88
Class 50: ... 0.70
Class 51: ... 0.44
Class 52: ... 0.83
Class 53: ... 0.61
Class 54: ... 0.80
Class 55: ... 0.50
Class 56: ... 0.95
Class 57: ... 0.47
Class 58: ... 0.66
Class 59: ... 0.55
Class 60: ... 0.75
Class 61: ... 0.79
Class 62: ... 0.80
Class 63: ... 0.96
Class 64: ... 0.73
Class 65: ... 0.96
Class 66: ... 0.65
Class 67: ... 0.73
Class 68: ... 0.94
Class 69: ... 0.66
Class 70: ... 0.89
Class 71: ... 0.76
Class 72: ... 0.83
Class 73: ... 0.94
Class 74: ... 0.85
Class 75: ... 0.96
Class 76: ... 0.80
Class 77: ... 0.31
Class 78: ... 0.57
Class 79: ... 0.95
Class 80: ... 0.74
Class 81: ... 0.96
Class 82: ... 0.97
Class 83: ... 0.87
Class 84: ... 1.00
Class 85: ... 0.93
Class 86: ... 0.98
Class 87: ... 0.99
Class 88: ... 0.82
Class 89: ... 0.96
Class 90: ... 0.86
Class 91: ... 0.92
Class 92: ... 0.78
Class 93: ... 0.99
Class 94: ... 0.92
Class 95: ... 0.95
Class 96: ... 0.99
Class 97: ... 0.84
Class 98: ... 0.59
Class 99: ... 1.00
Class 100: ... 0.47

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features/c3d_rgb_lmdb_fb_split1_model3_iter_10000/
Probability extention: prob
Video accuracy on testset split 1 of UCF101 is 0.821306
Expriment finished at 2016-10-27 17:24:59.324839 
Per class accuracy
Class 0: ... 0.66
Class 1: ... 0.75
Class 2: ... 0.83
Class 3: ... 0.94
Class 4: ... 0.87
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.60
Class 8: ... 1.00
Class 9: ... 0.98
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.63
Class 13: ... 0.76
Class 14: ... 0.57
Class 15: ... 1.00
Class 16: ... 0.82
Class 17: ... 0.95
Class 18: ... 0.93
Class 19: ... 0.36
Class 20: ... 0.85
Class 21: ... 0.97
Class 22: ... 0.69
Class 23: ... 0.51
Class 24: ... 0.82
Class 25: ... 1.00
Class 26: ... 0.89
Class 27: ... 1.00
Class 28: ... 0.97
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.59
Class 32: ... 0.74
Class 33: ... 0.52
Class 34: ... 0.33
Class 35: ... 0.71
Class 36: ... 0.61
Class 37: ... 0.38
Class 38: ... 0.93
Class 39: ... 0.59
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.74
Class 45: ... 0.90
Class 46: ... 0.49
Class 47: ... 0.74
Class 48: ... 0.94
Class 49: ... 0.88
Class 50: ... 0.77
Class 51: ... 0.51
Class 52: ... 0.85
Class 53: ... 0.62
Class 54: ... 0.85
Class 55: ... 0.60
Class 56: ... 0.97
Class 57: ... 0.52
Class 58: ... 0.66
Class 59: ... 0.59
Class 60: ... 0.80
Class 61: ... 0.88
Class 62: ... 0.86
Class 63: ... 0.96
Class 64: ... 0.73
Class 65: ... 0.97
Class 66: ... 0.68
Class 67: ... 0.88
Class 68: ... 0.97
Class 69: ... 0.68
Class 70: ... 0.90
Class 71: ... 0.83
Class 72: ... 0.86
Class 73: ... 1.00
Class 74: ... 0.97
Class 75: ... 0.97
Class 76: ... 0.84
Class 77: ... 0.33
Class 78: ... 0.70
Class 79: ... 0.97
Class 80: ... 0.80
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.87
Class 84: ... 1.00
Class 85: ... 0.97
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.86
Class 89: ... 1.00
Class 90: ... 0.86
Class 91: ... 0.96
Class 92: ... 0.79
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.96
Class 96: ... 1.00
Class 97: ... 0.92
Class 98: ... 0.60
Class 99: ... 1.00
Class 100: ... 0.44

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features-10view/c3d_rgb_lmdb_fb_split1_model3_iter_10000/
Probability extention: prob
Clip accuracy on testset split 1 of UCF101 is 0.799494
Expriment finished at 2016-10-27 21:53:27.818966 
Per class accuracy
Class 0: ... 0.68
Class 1: ... 0.69
Class 2: ... 0.75
Class 3: ... 0.93
Class 4: ... 0.91
Class 5: ... 0.97
Class 6: ... 0.86
Class 7: ... 0.67
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 0.96
Class 11: ... 1.00
Class 12: ... 0.56
Class 13: ... 0.76
Class 14: ... 0.48
Class 15: ... 1.00
Class 16: ... 0.76
Class 17: ... 0.94
Class 18: ... 0.92
Class 19: ... 0.31
Class 20: ... 0.86
Class 21: ... 0.88
Class 22: ... 0.64
Class 23: ... 0.54
Class 24: ... 0.87
Class 25: ... 1.00
Class 26: ... 0.88
Class 27: ... 1.00
Class 28: ... 0.97
Class 29: ... 0.96
Class 30: ... 0.95
Class 31: ... 0.61
Class 32: ... 0.75
Class 33: ... 0.44
Class 34: ... 0.34
Class 35: ... 0.71
Class 36: ... 0.66
Class 37: ... 0.34
Class 38: ... 0.91
Class 39: ... 0.57
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.99
Class 43: ... 1.00
Class 44: ... 0.65
Class 45: ... 0.93
Class 46: ... 0.53
Class 47: ... 0.61
Class 48: ... 0.94
Class 49: ... 0.90
Class 50: ... 0.71
Class 51: ... 0.47
Class 52: ... 0.80
Class 53: ... 0.62
Class 54: ... 0.85
Class 55: ... 0.49
Class 56: ... 0.95
Class 57: ... 0.50
Class 58: ... 0.67
Class 59: ... 0.53
Class 60: ... 0.76
Class 61: ... 0.80
Class 62: ... 0.76
Class 63: ... 0.97
Class 64: ... 0.72
Class 65: ... 0.98
Class 66: ... 0.66
Class 67: ... 0.74
Class 68: ... 0.91
Class 69: ... 0.69
Class 70: ... 0.89
Class 71: ... 0.70
Class 72: ... 0.82
Class 73: ... 0.95
Class 74: ... 0.86
Class 75: ... 0.94
Class 76: ... 0.79
Class 77: ... 0.34
Class 78: ... 0.57
Class 79: ... 0.96
Class 80: ... 0.77
Class 81: ... 0.97
Class 82: ... 0.97
Class 83: ... 0.86
Class 84: ... 1.00
Class 85: ... 0.97
Class 86: ... 0.98
Class 87: ... 0.99
Class 88: ... 0.83
Class 89: ... 0.98
Class 90: ... 0.86
Class 91: ... 0.92
Class 92: ... 0.77
Class 93: ... 1.00
Class 94: ... 0.94
Class 95: ... 0.97
Class 96: ... 1.00
Class 97: ... 0.86
Class 98: ... 0.58
Class 99: ... 1.00
Class 100: ... 0.55

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features-10view/c3d_rgb_lmdb_fb_split1_model3_iter_10000/
Probability extention: prob
Video accuracy on testset split 1 of UCF101 is 0.822363
Expriment finished at 2016-10-27 21:53:30.841305 
Per class accuracy
Class 0: ... 0.66
Class 1: ... 0.72
Class 2: ... 0.78
Class 3: ... 0.94
Class 4: ... 0.97
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.66
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.61
Class 13: ... 0.79
Class 14: ... 0.57
Class 15: ... 1.00
Class 16: ... 0.78
Class 17: ... 0.95
Class 18: ... 0.93
Class 19: ... 0.33
Class 20: ... 0.85
Class 21: ... 0.97
Class 22: ... 0.69
Class 23: ... 0.55
Class 24: ... 0.82
Class 25: ... 1.00
Class 26: ... 0.89
Class 27: ... 1.00
Class 28: ... 0.97
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.62
Class 32: ... 0.77
Class 33: ... 0.48
Class 34: ... 0.33
Class 35: ... 0.71
Class 36: ... 0.68
Class 37: ... 0.38
Class 38: ... 0.93
Class 39: ... 0.62
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.74
Class 45: ... 0.97
Class 46: ... 0.49
Class 47: ... 0.71
Class 48: ... 0.94
Class 49: ... 0.88
Class 50: ... 0.72
Class 51: ... 0.57
Class 52: ... 0.82
Class 53: ... 0.64
Class 54: ... 0.85
Class 55: ... 0.54
Class 56: ... 0.95
Class 57: ... 0.48
Class 58: ... 0.64
Class 59: ... 0.56
Class 60: ... 0.78
Class 61: ... 0.88
Class 62: ... 0.81
Class 63: ... 1.00
Class 64: ... 0.73
Class 65: ... 1.00
Class 66: ... 0.68
Class 67: ... 0.88
Class 68: ... 0.91
Class 69: ... 0.68
Class 70: ... 0.90
Class 71: ... 0.73
Class 72: ... 0.89
Class 73: ... 1.00
Class 74: ... 0.91
Class 75: ... 0.97
Class 76: ... 0.79
Class 77: ... 0.37
Class 78: ... 0.63
Class 79: ... 0.97
Class 80: ... 0.82
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.87
Class 84: ... 1.00
Class 85: ... 1.00
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.86
Class 89: ... 1.00
Class 90: ... 0.86
Class 91: ... 0.96
Class 92: ... 0.79
Class 93: ... 1.00
Class 94: ... 0.95
Class 95: ... 0.96
Class 96: ... 1.00
Class 97: ... 0.92
Class 98: ... 0.60
Class 99: ... 1.00
Class 100: ... 0.67

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_rgb_lmdb_fb_split1_model4_iter_10000
Probability extention: prob
Clip accuracy on testset split 1 of UCF101 is 0.792113
Expriment finished at 2016-10-31 16:50:51.989360 
Per class accuracy
Class 0: ... 0.51
Class 1: ... 0.73
Class 2: ... 0.69
Class 3: ... 0.91
Class 4: ... 0.89
Class 5: ... 0.93
Class 6: ... 0.86
Class 7: ... 0.59
Class 8: ... 1.00
Class 9: ... 0.96
Class 10: ... 0.96
Class 11: ... 1.00
Class 12: ... 0.52
Class 13: ... 0.73
Class 14: ... 0.50
Class 15: ... 1.00
Class 16: ... 0.73
Class 17: ... 0.92
Class 18: ... 0.87
Class 19: ... 0.31
Class 20: ... 0.88
Class 21: ... 0.89
Class 22: ... 0.58
Class 23: ... 0.65
Class 24: ... 0.79
Class 25: ... 1.00
Class 26: ... 0.90
Class 27: ... 0.99
Class 28: ... 0.82
Class 29: ... 0.94
Class 30: ... 0.95
Class 31: ... 0.56
Class 32: ... 0.80
Class 33: ... 0.43
Class 34: ... 0.38
Class 35: ... 0.68
Class 36: ... 0.70
Class 37: ... 0.28
Class 38: ... 0.87
Class 39: ... 0.52
Class 40: ... 0.99
Class 41: ... 1.00
Class 42: ... 0.99
Class 43: ... 1.00
Class 44: ... 0.69
Class 45: ... 0.87
Class 46: ... 0.60
Class 47: ... 0.67
Class 48: ... 0.94
Class 49: ... 0.92
Class 50: ... 0.67
Class 51: ... 0.49
Class 52: ... 0.77
Class 53: ... 0.63
Class 54: ... 0.75
Class 55: ... 0.64
Class 56: ... 0.95
Class 57: ... 0.49
Class 58: ... 0.68
Class 59: ... 0.52
Class 60: ... 0.75
Class 61: ... 0.72
Class 62: ... 0.90
Class 63: ... 0.95
Class 64: ... 0.85
Class 65: ... 0.95
Class 66: ... 0.73
Class 67: ... 0.60
Class 68: ... 0.99
Class 69: ... 0.68
Class 70: ... 0.90
Class 71: ... 0.83
Class 72: ... 0.83
Class 73: ... 0.96
Class 74: ... 0.89
Class 75: ... 0.97
Class 76: ... 0.81
Class 77: ... 0.31
Class 78: ... 0.56
Class 79: ... 0.95
Class 80: ... 0.76
Class 81: ... 0.98
Class 82: ... 0.98
Class 83: ... 0.89
Class 84: ... 1.00
Class 85: ... 0.91
Class 86: ... 0.98
Class 87: ... 0.99
Class 88: ... 0.80
Class 89: ... 0.96
Class 90: ... 0.85
Class 91: ... 0.87
Class 92: ... 0.72
Class 93: ... 0.99
Class 94: ... 0.90
Class 95: ... 0.96
Class 96: ... 0.98
Class 97: ... 0.86
Class 98: ... 0.59
Class 99: ... 0.99
Class 100: ... 0.46

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_rgb_lmdb_fb_split1_model4_iter_10000
Probability extention: prob
Video accuracy on testset split 1 of UCF101 is 0.825535
Expriment finished at 2016-10-31 16:50:54.708698 
Per class accuracy
Class 0: ... 0.48
Class 1: ... 0.75
Class 2: ... 0.80
Class 3: ... 0.94
Class 4: ... 0.97
Class 5: ... 0.95
Class 6: ... 0.86
Class 7: ... 0.63
Class 8: ... 1.00
Class 9: ... 0.96
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.58
Class 13: ... 0.76
Class 14: ... 0.57
Class 15: ... 1.00
Class 16: ... 0.80
Class 17: ... 0.97
Class 18: ... 0.89
Class 19: ... 0.42
Class 20: ... 0.85
Class 21: ... 0.97
Class 22: ... 0.64
Class 23: ... 0.69
Class 24: ... 0.79
Class 25: ... 1.00
Class 26: ... 0.93
Class 27: ... 1.00
Class 28: ... 0.80
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.57
Class 32: ... 0.79
Class 33: ... 0.39
Class 34: ... 0.42
Class 35: ... 0.73
Class 36: ... 0.71
Class 37: ... 0.35
Class 38: ... 0.95
Class 39: ... 0.59
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.84
Class 45: ... 0.90
Class 46: ... 0.65
Class 47: ... 0.82
Class 48: ... 0.97
Class 49: ... 0.94
Class 50: ... 0.69
Class 51: ... 0.54
Class 52: ... 0.76
Class 53: ... 0.67
Class 54: ... 0.91
Class 55: ... 0.77
Class 56: ... 1.00
Class 57: ... 0.45
Class 58: ... 0.66
Class 59: ... 0.56
Class 60: ... 0.78
Class 61: ... 0.75
Class 62: ... 0.93
Class 63: ... 1.00
Class 64: ... 0.84
Class 65: ... 0.97
Class 66: ... 0.79
Class 67: ... 0.70
Class 68: ... 1.00
Class 69: ... 0.71
Class 70: ... 0.90
Class 71: ... 0.87
Class 72: ... 0.86
Class 73: ... 1.00
Class 74: ... 0.97
Class 75: ... 0.97
Class 76: ... 0.86
Class 77: ... 0.35
Class 78: ... 0.65
Class 79: ... 0.97
Class 80: ... 0.82
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.90
Class 84: ... 1.00
Class 85: ... 0.97
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.88
Class 89: ... 0.97
Class 90: ... 0.86
Class 91: ... 0.90
Class 92: ... 0.74
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 1.00
Class 96: ... 1.00
Class 97: ... 0.94
Class 98: ... 0.60
Class 99: ... 1.00
Class 100: ... 0.47

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_rgb_lmdb_fb_split1_model3_iter_20000
Probability extention: prob
Clip accuracy on testset split 1 of UCF101 is 0.789105
Expriment finished at 2016-10-31 17:04:13.308451 
Per class accuracy
Class 0: ... 0.68
Class 1: ... 0.73
Class 2: ... 0.71
Class 3: ... 0.89
Class 4: ... 0.88
Class 5: ... 0.97
Class 6: ... 0.85
Class 7: ... 0.58
Class 8: ... 1.00
Class 9: ... 0.98
Class 10: ... 0.96
Class 11: ... 1.00
Class 12: ... 0.53
Class 13: ... 0.73
Class 14: ... 0.47
Class 15: ... 1.00
Class 16: ... 0.70
Class 17: ... 0.94
Class 18: ... 0.88
Class 19: ... 0.32
Class 20: ... 0.86
Class 21: ... 0.89
Class 22: ... 0.62
Class 23: ... 0.50
Class 24: ... 0.81
Class 25: ... 1.00
Class 26: ... 0.88
Class 27: ... 0.99
Class 28: ... 0.92
Class 29: ... 0.95
Class 30: ... 0.94
Class 31: ... 0.60
Class 32: ... 0.74
Class 33: ... 0.44
Class 34: ... 0.32
Class 35: ... 0.70
Class 36: ... 0.62
Class 37: ... 0.33
Class 38: ... 0.88
Class 39: ... 0.55
Class 40: ... 0.99
Class 41: ... 1.00
Class 42: ... 0.98
Class 43: ... 1.00
Class 44: ... 0.66
Class 45: ... 0.90
Class 46: ... 0.54
Class 47: ... 0.57
Class 48: ... 0.93
Class 49: ... 0.89
Class 50: ... 0.68
Class 51: ... 0.45
Class 52: ... 0.82
Class 53: ... 0.59
Class 54: ... 0.80
Class 55: ... 0.50
Class 56: ... 0.95
Class 57: ... 0.45
Class 58: ... 0.66
Class 59: ... 0.54
Class 60: ... 0.76
Class 61: ... 0.80
Class 62: ... 0.79
Class 63: ... 0.94
Class 64: ... 0.73
Class 65: ... 0.96
Class 66: ... 0.65
Class 67: ... 0.73
Class 68: ... 0.93
Class 69: ... 0.67
Class 70: ... 0.89
Class 71: ... 0.73
Class 72: ... 0.83
Class 73: ... 0.95
Class 74: ... 0.89
Class 75: ... 0.96
Class 76: ... 0.81
Class 77: ... 0.30
Class 78: ... 0.56
Class 79: ... 0.95
Class 80: ... 0.74
Class 81: ... 0.96
Class 82: ... 0.97
Class 83: ... 0.85
Class 84: ... 1.00
Class 85: ... 0.92
Class 86: ... 0.98
Class 87: ... 0.99
Class 88: ... 0.83
Class 89: ... 0.97
Class 90: ... 0.86
Class 91: ... 0.93
Class 92: ... 0.78
Class 93: ... 0.99
Class 94: ... 0.92
Class 95: ... 0.95
Class 96: ... 0.99
Class 97: ... 0.84
Class 98: ... 0.59
Class 99: ... 1.00
Class 100: ... 0.49

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_rgb_lmdb_fb_split1_model3_iter_20000
Probability extention: prob
Video accuracy on testset split 1 of UCF101 is 0.820248
Expriment finished at 2016-10-31 17:04:15.978262 
Per class accuracy
Class 0: ... 0.73
Class 1: ... 0.75
Class 2: ... 0.83
Class 3: ... 0.94
Class 4: ... 0.90
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.60
Class 8: ... 1.00
Class 9: ... 0.98
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.61
Class 13: ... 0.76
Class 14: ... 0.57
Class 15: ... 1.00
Class 16: ... 0.76
Class 17: ... 0.97
Class 18: ... 0.93
Class 19: ... 0.39
Class 20: ... 0.85
Class 21: ... 0.97
Class 22: ... 0.67
Class 23: ... 0.51
Class 24: ... 0.82
Class 25: ... 1.00
Class 26: ... 0.89
Class 27: ... 1.00
Class 28: ... 0.95
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.62
Class 32: ... 0.74
Class 33: ... 0.55
Class 34: ... 0.30
Class 35: ... 0.71
Class 36: ... 0.57
Class 37: ... 0.35
Class 38: ... 0.93
Class 39: ... 0.59
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.77
Class 45: ... 0.90
Class 46: ... 0.51
Class 47: ... 0.76
Class 48: ... 0.94
Class 49: ... 0.88
Class 50: ... 0.74
Class 51: ... 0.51
Class 52: ... 0.85
Class 53: ... 0.62
Class 54: ... 0.85
Class 55: ... 0.60
Class 56: ... 0.97
Class 57: ... 0.48
Class 58: ... 0.66
Class 59: ... 0.59
Class 60: ... 0.80
Class 61: ... 0.88
Class 62: ... 0.81
Class 63: ... 0.96
Class 64: ... 0.70
Class 65: ... 0.97
Class 66: ... 0.68
Class 67: ... 0.90
Class 68: ... 0.97
Class 69: ... 0.68
Class 70: ... 0.90
Class 71: ... 0.73
Class 72: ... 0.86
Class 73: ... 1.00
Class 74: ... 0.97
Class 75: ... 0.97
Class 76: ... 0.86
Class 77: ... 0.33
Class 78: ... 0.67
Class 79: ... 0.97
Class 80: ... 0.78
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.87
Class 84: ... 1.00
Class 85: ... 0.97
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.86
Class 89: ... 1.00
Class 90: ... 0.86
Class 91: ... 0.96
Class 92: ... 0.79
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.96
Class 96: ... 1.00
Class 97: ... 0.92
Class 98: ... 0.60
Class 99: ... 1.00
Class 100: ... 0.50

--------------------------------------------------
