
--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_1_fc_split1_bs128_wi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.767988
Expriment finished at 2017-04-03 16:18:14.692116 
Per class accuracy
Class 95: ... 0.50
Class 96: ... 0.29
Class 97: ... 0.31
Class 98: ... 0.20
Class 99: ... 0.31
Class 100: ... 0.17

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_sz71_len80_1_fc_split1_bs128_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.772277
Expriment finished at 2017-04-07 14:42:12.710093 
Per class accuracy
Class 0: ... 0.68
Class 1: ... 0.84
Class 2: ... 0.58
Class 3: ... 0.81
Class 4: ... 0.75
Class 5: ... 0.95
Class 6: ... 0.83
Class 7: ... 0.79
Class 8: ... 1.00
Class 9: ... 0.76
Class 10: ... 0.93
Class 11: ... 1.00
Class 12: ... 0.45
Class 13: ... 0.83
Class 14: ... 0.40
Class 15: ... 0.98
Class 16: ... 0.66
Class 17: ... 0.93
Class 18: ... 0.88
Class 19: ... 0.38
Class 20: ... 0.88
Class 21: ... 0.92
Class 22: ... 0.49
Class 23: ... 0.28
Class 24: ... 0.93
Class 25: ... 0.96
Class 26: ... 0.76
Class 27: ... 0.97
Class 28: ... 0.97
Class 29: ... 0.97
Class 30: ... 0.94
Class 31: ... 0.38
Class 32: ... 0.82
Class 33: ... 0.54
Class 34: ... 0.34
Class 35: ... 0.70
Class 36: ... 0.69
Class 37: ... 0.20
Class 38: ... 0.72
Class 39: ... 0.59
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.87
Class 43: ... 1.00
Class 44: ... 0.80
Class 45: ... 0.80
Class 46: ... 0.89
Class 47: ... 0.59
Class 48: ... 0.76
Class 49: ... 0.68
Class 50: ... 0.85
Class 51: ... 0.58
Class 52: ... 0.61
Class 53: ... 0.62
Class 54: ... 0.69
Class 55: ... 0.41
Class 56: ... 0.94
Class 57: ... 0.59
Class 58: ... 0.67
Class 59: ... 0.55
Class 60: ... 0.71
Class 61: ... 0.69
Class 62: ... 0.80
Class 63: ... 0.93
Class 64: ... 0.76
Class 65: ... 0.97
Class 66: ... 0.85
Class 67: ... 0.82
Class 68: ... 0.74
Class 69: ... 0.47
Class 70: ... 0.90
Class 71: ... 0.58
Class 72: ... 0.93
Class 73: ... 0.95
Class 74: ... 0.78
Class 75: ... 0.91
Class 76: ... 0.84
Class 77: ... 0.34
Class 78: ... 0.65
Class 79: ... 0.96
Class 80: ... 0.71
Class 81: ... 0.97
Class 82: ... 0.95
Class 83: ... 0.87
Class 84: ... 1.00
Class 85: ... 0.82
Class 86: ... 1.00
Class 87: ... 0.93
Class 88: ... 0.82
Class 89: ... 0.92
Class 90: ... 0.84
Class 91: ... 0.96
Class 92: ... 0.89
Class 93: ... 1.00
Class 94: ... 0.94
Class 95: ... 0.96
Class 96: ... 0.97
Class 97: ... 0.80
Class 98: ... 0.44
Class 99: ... 0.91
Class 100: ... 0.40

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_sz71_len80_1_fc_split1_bs128_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.778183
Expriment finished at 2017-04-07 14:42:13.311371 
Per class accuracy
Class 0: ... 0.66
Class 1: ... 0.81
Class 2: ... 0.46
Class 3: ... 0.74
Class 4: ... 0.81
Class 5: ... 0.79
Class 6: ... 0.63
Class 7: ... 0.51
Class 8: ... 0.30
Class 9: ... 0.65
Class 10: ... 0.92
Class 11: ... 0.93
Class 12: ... 0.42
Class 13: ... 0.61
Class 14: ... 0.33
Class 15: ... 0.86
Class 16: ... 0.61
Class 17: ... 0.84
Class 18: ... 0.86
Class 19: ... 0.33
Class 20: ... 0.85
Class 21: ... 0.74
Class 22: ... 0.36
Class 23: ... 0.18
Class 24: ... 0.85
Class 25: ... 0.87
Class 26: ... 0.73
Class 27: ... 0.88
Class 28: ... 0.70
Class 29: ... 0.81
Class 30: ... 0.65
Class 31: ... 0.35
Class 32: ... 0.74
Class 33: ... 0.52
Class 34: ... 0.27
Class 35: ... 0.64
Class 36: ... 0.61
Class 37: ... 0.18
Class 38: ... 0.61
Class 39: ... 0.57
Class 40: ... 0.97
Class 41: ... 0.92
Class 42: ... 0.79
Class 43: ... 0.89
Class 44: ... 0.68
Class 45: ... 0.70
Class 46: ... 0.59
Class 47: ... 0.55
Class 48: ... 0.75
Class 49: ... 0.65
Class 50: ... 0.79
Class 51: ... 0.54
Class 52: ... 0.58
Class 53: ... 0.62
Class 54: ... 0.71
Class 55: ... 0.37
Class 56: ... 0.89
Class 57: ... 0.48
Class 58: ... 0.55
Class 59: ... 0.54
Class 60: ... 0.71
Class 61: ... 0.69
Class 62: ... 0.70
Class 63: ... 0.79
Class 64: ... 0.64
Class 65: ... 0.74
Class 66: ... 0.75
Class 67: ... 0.75
Class 68: ... 0.74
Class 69: ... 0.46
Class 70: ... 0.77
Class 71: ... 0.40
Class 72: ... 0.82
Class 73: ... 0.83
Class 74: ... 0.82
Class 75: ... 0.86
Class 76: ... 0.70
Class 77: ... 0.35
Class 78: ... 0.54
Class 79: ... 0.84
Class 80: ... 0.62
Class 81: ... 0.79
Class 82: ... 0.84
Class 83: ... 0.85
Class 84: ... 0.71
Class 85: ... 0.72
Class 86: ... 0.91
Class 87: ... 0.88
Class 88: ... 0.71
Class 89: ... 0.74
Class 90: ... 0.75
Class 91: ... 0.90
Class 92: ... 0.76
Class 93: ... 0.97
Class 94: ... 0.91
Class 95: ... 0.82
Class 96: ... 0.69
Class 97: ... 0.58
Class 98: ... 0.40
Class 99: ... 0.78
Class 100: ... 0.42

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_sz71_len80_1_fc_split1_bs128_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.769728
Expriment finished at 2017-04-07 16:13:37.608942 
Per class accuracy
Class 0: ... 0.70
Class 1: ... 0.88
Class 2: ... 0.54
Class 3: ... 0.79
Class 4: ... 0.84
Class 5: ... 0.94
Class 6: ... 0.80
Class 7: ... 0.59
Class 8: ... 1.00
Class 9: ... 0.79
Class 10: ... 0.94
Class 11: ... 1.00
Class 12: ... 0.49
Class 13: ... 0.77
Class 14: ... 0.48
Class 15: ... 0.98
Class 16: ... 0.66
Class 17: ... 0.95
Class 18: ... 0.86
Class 19: ... 0.39
Class 20: ... 0.90
Class 21: ... 0.93
Class 22: ... 0.49
Class 23: ... 0.30
Class 24: ... 0.94
Class 25: ... 0.98
Class 26: ... 0.74
Class 27: ... 0.97
Class 28: ... 0.94
Class 29: ... 0.96
Class 30: ... 0.96
Class 31: ... 0.45
Class 32: ... 0.79
Class 33: ... 0.52
Class 34: ... 0.33
Class 35: ... 0.70
Class 36: ... 0.75
Class 37: ... 0.17
Class 38: ... 0.72
Class 39: ... 0.60
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.85
Class 43: ... 0.98
Class 44: ... 0.77
Class 45: ... 0.80
Class 46: ... 0.88
Class 47: ... 0.63
Class 48: ... 0.81
Class 49: ... 0.73
Class 50: ... 0.79
Class 51: ... 0.57
Class 52: ... 0.70
Class 53: ... 0.66
Class 54: ... 0.68
Class 55: ... 0.41
Class 56: ... 0.97
Class 57: ... 0.50
Class 58: ... 0.63
Class 59: ... 0.58
Class 60: ... 0.75
Class 61: ... 0.77
Class 62: ... 0.72
Class 63: ... 0.95
Class 64: ... 0.69
Class 65: ... 0.97
Class 66: ... 0.82
Class 67: ... 0.75
Class 68: ... 0.76
Class 69: ... 0.52
Class 70: ... 0.94
Class 71: ... 0.52
Class 72: ... 0.84
Class 73: ... 0.94
Class 74: ... 0.82
Class 75: ... 0.89
Class 76: ... 0.77
Class 77: ... 0.40
Class 78: ... 0.54
Class 79: ... 0.95
Class 80: ... 0.70
Class 81: ... 0.97
Class 82: ... 0.92
Class 83: ... 0.83
Class 84: ... 1.00
Class 85: ... 0.84
Class 86: ... 1.00
Class 87: ... 0.90
Class 88: ... 0.80
Class 89: ... 0.89
Class 90: ... 0.84
Class 91: ... 0.97
Class 92: ... 0.91
Class 93: ... 0.99
Class 94: ... 0.93
Class 95: ... 0.90
Class 96: ... 0.94
Class 97: ... 0.83
Class 98: ... 0.55
Class 99: ... 0.91
Class 100: ... 0.46

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_sz71_len80_1_fc_split1_bs128_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.779804
Expriment finished at 2017-04-07 16:13:40.269322 
Per class accuracy
Class 0: ... 0.70
Class 1: ... 0.88
Class 2: ... 0.56
Class 3: ... 0.77
Class 4: ... 0.87
Class 5: ... 0.93
Class 6: ... 0.84
Class 7: ... 0.63
Class 8: ... 1.00
Class 9: ... 0.77
Class 10: ... 0.97
Class 11: ... 1.00
Class 12: ... 0.47
Class 13: ... 0.85
Class 14: ... 0.40
Class 15: ... 0.95
Class 16: ... 0.63
Class 17: ... 0.95
Class 18: ... 0.89
Class 19: ... 0.33
Class 20: ... 0.91
Class 21: ... 0.92
Class 22: ... 0.50
Class 23: ... 0.35
Class 24: ... 0.94
Class 25: ... 0.98
Class 26: ... 0.76
Class 27: ... 0.97
Class 28: ... 0.93
Class 29: ... 0.97
Class 30: ... 0.97
Class 31: ... 0.46
Class 32: ... 0.85
Class 33: ... 0.52
Class 34: ... 0.33
Class 35: ... 0.73
Class 36: ... 0.71
Class 37: ... 0.18
Class 38: ... 0.76
Class 39: ... 0.62
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.85
Class 43: ... 0.98
Class 44: ... 0.84
Class 45: ... 0.78
Class 46: ... 0.86
Class 47: ... 0.74
Class 48: ... 0.81
Class 49: ... 0.74
Class 50: ... 0.79
Class 51: ... 0.57
Class 52: ... 0.73
Class 53: ... 0.67
Class 54: ... 0.76
Class 55: ... 0.43
Class 56: ... 0.97
Class 57: ... 0.48
Class 58: ... 0.64
Class 59: ... 0.59
Class 60: ... 0.80
Class 61: ... 0.83
Class 62: ... 0.72
Class 63: ... 0.93
Class 64: ... 0.68
Class 65: ... 1.00
Class 66: ... 0.82
Class 67: ... 0.78
Class 68: ... 0.77
Class 69: ... 0.50
Class 70: ... 0.87
Class 71: ... 0.57
Class 72: ... 0.82
Class 73: ... 0.95
Class 74: ... 0.85
Class 75: ... 0.92
Class 76: ... 0.74
Class 77: ... 0.42
Class 78: ... 0.59
Class 79: ... 0.97
Class 80: ... 0.72
Class 81: ... 1.00
Class 82: ... 0.94
Class 83: ... 0.85
Class 84: ... 1.00
Class 85: ... 0.88
Class 86: ... 1.00
Class 87: ... 0.94
Class 88: ... 0.86
Class 89: ... 0.90
Class 90: ... 0.86
Class 91: ... 0.96
Class 92: ... 0.92
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.93
Class 96: ... 0.91
Class 97: ... 0.89
Class 98: ... 0.49
Class 99: ... 0.91
Class 100: ... 0.47

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len60_1_fc_split1_bs128_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.792495
Expriment finished at 2017-04-15 22:51:11.154023 
Per class accuracy
Class 0: ... 0.78
Class 1: ... 0.94
Class 2: ... 0.68
Class 3: ... 0.90
Class 4: ... 0.88
Class 5: ... 0.95
Class 6: ... 0.82
Class 7: ... 0.66
Class 8: ... 1.00
Class 9: ... 0.77
Class 10: ... 0.93
Class 11: ... 1.00
Class 12: ... 0.54
Class 13: ... 0.84
Class 14: ... 0.56
Class 15: ... 0.96
Class 16: ... 0.74
Class 17: ... 0.95
Class 18: ... 0.89
Class 19: ... 0.44
Class 20: ... 0.84
Class 21: ... 0.98
Class 22: ... 0.54
Class 23: ... 0.09
Class 24: ... 0.83
Class 25: ... 0.98
Class 26: ... 0.94
Class 27: ... 0.97
Class 28: ... 0.95
Class 29: ... 0.91
Class 30: ... 0.96
Class 31: ... 0.69
Class 32: ... 0.79
Class 33: ... 0.65
Class 34: ... 0.40
Class 35: ... 0.66
Class 36: ... 0.76
Class 37: ... 0.27
Class 38: ... 0.79
Class 39: ... 0.53
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 0.98
Class 44: ... 0.81
Class 45: ... 0.90
Class 46: ... 0.62
Class 47: ... 0.45
Class 48: ... 0.88
Class 49: ... 0.79
Class 50: ... 0.79
Class 51: ... 0.53
Class 52: ... 0.64
Class 53: ... 0.79
Class 54: ... 0.76
Class 55: ... 0.54
Class 56: ... 0.97
Class 57: ... 0.57
Class 58: ... 0.62
Class 59: ... 0.70
Class 60: ... 0.83
Class 61: ... 0.73
Class 62: ... 0.71
Class 63: ... 0.89
Class 64: ... 0.76
Class 65: ... 0.84
Class 66: ... 0.81
Class 67: ... 0.78
Class 68: ... 0.80
Class 69: ... 0.65
Class 70: ... 0.94
Class 71: ... 0.82
Class 72: ... 0.84
Class 73: ... 0.93
Class 74: ... 0.81
Class 75: ... 0.95
Class 76: ... 0.82
Class 77: ... 0.32
Class 78: ... 0.51
Class 79: ... 0.93
Class 80: ... 0.77
Class 81: ... 0.96
Class 82: ... 0.97
Class 83: ... 0.86
Class 84: ... 1.00
Class 85: ... 0.83
Class 86: ... 0.97
Class 87: ... 0.98
Class 88: ... 0.82
Class 89: ... 0.89
Class 90: ... 0.86
Class 91: ... 0.98
Class 92: ... 0.82
Class 93: ... 0.99
Class 94: ... 0.90
Class 95: ... 0.92
Class 96: ... 1.00
Class 97: ... 0.89
Class 98: ... 0.49
Class 99: ... 0.91
Class 100: ... 0.63

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len60_1_fc_split1_bs128_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.810732
Expriment finished at 2017-04-15 22:51:13.706433 
Per class accuracy
Class 0: ... 0.80
Class 1: ... 0.94
Class 2: ... 0.73
Class 3: ... 0.89
Class 4: ... 0.90
Class 5: ... 0.95
Class 6: ... 0.86
Class 7: ... 0.69
Class 8: ... 1.00
Class 9: ... 0.77
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.55
Class 13: ... 0.88
Class 14: ... 0.53
Class 15: ... 0.95
Class 16: ... 0.73
Class 17: ... 1.00
Class 18: ... 0.93
Class 19: ... 0.44
Class 20: ... 0.85
Class 21: ... 0.97
Class 22: ... 0.58
Class 23: ... 0.16
Class 24: ... 0.82
Class 25: ... 0.98
Class 26: ... 0.98
Class 27: ... 0.97
Class 28: ... 0.95
Class 29: ... 0.97
Class 30: ... 0.97
Class 31: ... 0.73
Class 32: ... 0.82
Class 33: ... 0.70
Class 34: ... 0.39
Class 35: ... 0.69
Class 36: ... 0.79
Class 37: ... 0.29
Class 38: ... 0.88
Class 39: ... 0.49
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 0.98
Class 44: ... 0.94
Class 45: ... 0.90
Class 46: ... 0.57
Class 47: ... 0.45
Class 48: ... 0.89
Class 49: ... 0.79
Class 50: ... 0.87
Class 51: ... 0.57
Class 52: ... 0.64
Class 53: ... 0.80
Class 54: ... 0.82
Class 55: ... 0.63
Class 56: ... 1.00
Class 57: ... 0.58
Class 58: ... 0.59
Class 59: ... 0.71
Class 60: ... 0.82
Class 61: ... 0.75
Class 62: ... 0.72
Class 63: ... 0.93
Class 64: ... 0.77
Class 65: ... 0.87
Class 66: ... 0.82
Class 67: ... 0.88
Class 68: ... 0.80
Class 69: ... 0.61
Class 70: ... 0.87
Class 71: ... 0.83
Class 72: ... 0.86
Class 73: ... 0.98
Class 74: ... 0.82
Class 75: ... 0.97
Class 76: ... 0.81
Class 77: ... 0.28
Class 78: ... 0.57
Class 79: ... 0.94
Class 80: ... 0.80
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.90
Class 84: ... 1.00
Class 85: ... 0.88
Class 86: ... 0.97
Class 87: ... 1.00
Class 88: ... 0.88
Class 89: ... 0.90
Class 90: ... 0.86
Class 91: ... 0.98
Class 92: ... 0.84
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.93
Class 96: ... 0.97
Class 97: ... 0.92
Class 98: ... 0.60
Class 99: ... 0.96
Class 100: ... 0.69

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len80_1_fc_split1_bs128_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.803418
Expriment finished at 2017-04-17 12:09:48.310984 
Per class accuracy
Class 0: ... 0.74
Class 1: ... 0.89
Class 2: ... 0.71
Class 3: ... 0.95
Class 4: ... 0.90
Class 5: ... 0.96
Class 6: ... 0.76
Class 7: ... 0.65
Class 8: ... 1.00
Class 9: ... 0.82
Class 10: ... 0.94
Class 11: ... 1.00
Class 12: ... 0.51
Class 13: ... 0.71
Class 14: ... 0.55
Class 15: ... 0.99
Class 16: ... 0.72
Class 17: ... 0.99
Class 18: ... 0.88
Class 19: ... 0.51
Class 20: ... 0.84
Class 21: ... 0.90
Class 22: ... 0.51
Class 23: ... 0.23
Class 24: ... 0.91
Class 25: ... 0.98
Class 26: ... 0.92
Class 27: ... 0.97
Class 28: ... 0.96
Class 29: ... 0.98
Class 30: ... 0.95
Class 31: ... 0.65
Class 32: ... 0.74
Class 33: ... 0.63
Class 34: ... 0.45
Class 35: ... 0.69
Class 36: ... 0.68
Class 37: ... 0.27
Class 38: ... 0.88
Class 39: ... 0.57
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.98
Class 43: ... 0.98
Class 44: ... 0.85
Class 45: ... 0.90
Class 46: ... 0.75
Class 47: ... 0.56
Class 48: ... 0.87
Class 49: ... 0.83
Class 50: ... 0.78
Class 51: ... 0.58
Class 52: ... 0.64
Class 53: ... 0.82
Class 54: ... 0.76
Class 55: ... 0.51
Class 56: ... 0.95
Class 57: ... 0.49
Class 58: ... 0.62
Class 59: ... 0.74
Class 60: ... 0.79
Class 61: ... 0.62
Class 62: ... 0.73
Class 63: ... 0.92
Class 64: ... 0.67
Class 65: ... 0.86
Class 66: ... 0.76
Class 67: ... 0.80
Class 68: ... 0.81
Class 69: ... 0.73
Class 70: ... 0.94
Class 71: ... 0.93
Class 72: ... 0.84
Class 73: ... 0.97
Class 74: ... 0.83
Class 75: ... 0.93
Class 76: ... 0.88
Class 77: ... 0.35
Class 78: ... 0.49
Class 79: ... 0.92
Class 80: ... 0.78
Class 81: ... 0.97
Class 82: ... 0.97
Class 83: ... 0.88
Class 84: ... 1.00
Class 85: ... 0.90
Class 86: ... 0.97
Class 87: ... 0.97
Class 88: ... 0.90
Class 89: ... 0.90
Class 90: ... 0.86
Class 91: ... 0.91
Class 92: ... 0.81
Class 93: ... 1.00
Class 94: ... 0.92
Class 95: ... 0.96
Class 96: ... 0.95
Class 97: ... 0.90
Class 98: ... 0.73
Class 99: ... 0.89
Class 100: ... 0.55

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len80_1_fc_split1_bs128_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.806238
Expriment finished at 2017-04-17 12:09:51.057652 
Per class accuracy
Class 0: ... 0.75
Class 1: ... 0.91
Class 2: ... 0.71
Class 3: ... 0.97
Class 4: ... 0.87
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.71
Class 8: ... 1.00
Class 9: ... 0.90
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.45
Class 13: ... 0.79
Class 14: ... 0.53
Class 15: ... 0.95
Class 16: ... 0.71
Class 17: ... 1.00
Class 18: ... 0.93
Class 19: ... 0.47
Class 20: ... 0.85
Class 21: ... 0.92
Class 22: ... 0.47
Class 23: ... 0.33
Class 24: ... 0.94
Class 25: ... 0.98
Class 26: ... 0.93
Class 27: ... 0.97
Class 28: ... 0.93
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.70
Class 32: ... 0.74
Class 33: ... 0.58
Class 34: ... 0.36
Class 35: ... 0.76
Class 36: ... 0.71
Class 37: ... 0.32
Class 38: ... 0.95
Class 39: ... 0.62
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 0.98
Class 44: ... 0.90
Class 45: ... 0.90
Class 46: ... 0.59
Class 47: ... 0.63
Class 48: ... 0.92
Class 49: ... 0.82
Class 50: ... 0.72
Class 51: ... 0.57
Class 52: ... 0.64
Class 53: ... 0.84
Class 54: ... 0.74
Class 55: ... 0.57
Class 56: ... 0.95
Class 57: ... 0.45
Class 58: ... 0.61
Class 59: ... 0.73
Class 60: ... 0.82
Class 61: ... 0.60
Class 62: ... 0.74
Class 63: ... 0.96
Class 64: ... 0.68
Class 65: ... 0.87
Class 66: ... 0.79
Class 67: ... 0.82
Class 68: ... 0.80
Class 69: ... 0.75
Class 70: ... 0.87
Class 71: ... 0.70
Class 72: ... 0.89
Class 73: ... 1.00
Class 74: ... 0.82
Class 75: ... 0.92
Class 76: ... 0.86
Class 77: ... 0.40
Class 78: ... 0.50
Class 79: ... 0.94
Class 80: ... 0.80
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.90
Class 84: ... 1.00
Class 85: ... 0.94
Class 86: ... 0.97
Class 87: ... 0.97
Class 88: ... 0.93
Class 89: ... 0.92
Class 90: ... 0.86
Class 91: ... 0.86
Class 92: ... 0.84
Class 93: ... 1.00
Class 94: ... 0.93
Class 95: ... 0.93
Class 96: ... 0.94
Class 97: ... 0.89
Class 98: ... 0.71
Class 99: ... 0.87
Class 100: ... 0.53

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len100_1_fc_split1_bs128_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.811811
Expriment finished at 2017-04-18 22:09:32.558650 
Per class accuracy
Class 0: ... 0.77
Class 1: ... 0.86
Class 2: ... 0.77
Class 3: ... 0.91
Class 4: ... 0.88
Class 5: ... 0.97
Class 6: ... 0.92
Class 7: ... 0.66
Class 8: ... 1.00
Class 9: ... 0.82
Class 10: ... 0.93
Class 11: ... 1.00
Class 12: ... 0.65
Class 13: ... 0.61
Class 14: ... 0.80
Class 15: ... 0.98
Class 16: ... 0.73
Class 17: ... 0.97
Class 18: ... 0.88
Class 19: ... 0.42
Class 20: ... 0.87
Class 21: ... 0.97
Class 22: ... 0.53
Class 23: ... 0.20
Class 24: ... 0.82
Class 25: ... 0.97
Class 26: ... 0.90
Class 27: ... 0.98
Class 28: ... 0.66
Class 29: ... 0.95
Class 30: ... 1.00
Class 31: ... 0.63
Class 32: ... 0.73
Class 33: ... 0.82
Class 34: ... 0.45
Class 35: ... 0.67
Class 36: ... 0.60
Class 37: ... 0.30
Class 38: ... 0.80
Class 39: ... 0.55
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.68
Class 43: ... 0.98
Class 44: ... 0.92
Class 45: ... 0.93
Class 46: ... 0.41
Class 47: ... 0.60
Class 48: ... 0.86
Class 49: ... 0.82
Class 50: ... 0.84
Class 51: ... 0.57
Class 52: ... 0.50
Class 53: ... 0.77
Class 54: ... 0.74
Class 55: ... 0.45
Class 56: ... 0.96
Class 57: ... 0.57
Class 58: ... 0.69
Class 59: ... 0.63
Class 60: ... 0.80
Class 61: ... 0.72
Class 62: ... 0.74
Class 63: ... 0.92
Class 64: ... 0.73
Class 65: ... 0.89
Class 66: ... 0.85
Class 67: ... 0.80
Class 68: ... 0.80
Class 69: ... 0.68
Class 70: ... 0.95
Class 71: ... 0.51
Class 72: ... 0.87
Class 73: ... 0.97
Class 74: ... 0.88
Class 75: ... 0.93
Class 76: ... 0.96
Class 77: ... 0.32
Class 78: ... 0.62
Class 79: ... 0.91
Class 80: ... 0.79
Class 81: ... 0.96
Class 82: ... 0.96
Class 83: ... 0.88
Class 84: ... 1.00
Class 85: ... 0.87
Class 86: ... 0.97
Class 87: ... 0.99
Class 88: ... 0.94
Class 89: ... 0.89
Class 90: ... 0.98
Class 91: ... 0.87
Class 92: ... 0.72
Class 93: ... 0.99
Class 94: ... 0.95
Class 95: ... 0.96
Class 96: ... 0.99
Class 97: ... 0.92
Class 98: ... 0.67
Class 99: ... 0.84
Class 100: ... 0.66

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len100_1_fc_split1_bs128_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.799101
Expriment finished at 2017-04-18 22:09:34.670812 
Per class accuracy
Class 0: ... 0.77
Class 1: ... 0.84
Class 2: ... 0.78
Class 3: ... 0.94
Class 4: ... 0.87
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.71
Class 8: ... 1.00
Class 9: ... 0.90
Class 10: ... 0.97
Class 11: ... 1.00
Class 12: ... 0.63
Class 13: ... 0.79
Class 14: ... 0.60
Class 15: ... 0.91
Class 16: ... 0.76
Class 17: ... 0.97
Class 18: ... 0.93
Class 19: ... 0.47
Class 20: ... 0.85
Class 21: ... 0.95
Class 22: ... 0.42
Class 23: ... 0.43
Class 24: ... 0.85
Class 25: ... 0.98
Class 26: ... 0.89
Class 27: ... 0.97
Class 28: ... 0.75
Class 29: ... 0.94
Class 30: ... 1.00
Class 31: ... 0.68
Class 32: ... 0.74
Class 33: ... 0.58
Class 34: ... 0.27
Class 35: ... 0.78
Class 36: ... 0.71
Class 37: ... 0.26
Class 38: ... 0.85
Class 39: ... 0.62
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.62
Class 43: ... 0.98
Class 44: ... 0.87
Class 45: ... 0.93
Class 46: ... 0.41
Class 47: ... 0.66
Class 48: ... 0.89
Class 49: ... 0.79
Class 50: ... 0.74
Class 51: ... 0.57
Class 52: ... 0.58
Class 53: ... 0.78
Class 54: ... 0.79
Class 55: ... 0.57
Class 56: ... 0.95
Class 57: ... 0.39
Class 58: ... 0.68
Class 59: ... 0.66
Class 60: ... 0.82
Class 61: ... 0.73
Class 62: ... 0.77
Class 63: ... 0.93
Class 64: ... 0.73
Class 65: ... 0.87
Class 66: ... 0.86
Class 67: ... 0.78
Class 68: ... 0.80
Class 69: ... 0.75
Class 70: ... 0.87
Class 71: ... 0.53
Class 72: ... 0.86
Class 73: ... 0.98
Class 74: ... 0.88
Class 75: ... 0.94
Class 76: ... 0.98
Class 77: ... 0.30
Class 78: ... 0.41
Class 79: ... 0.91
Class 80: ... 0.82
Class 81: ... 1.00
Class 82: ... 0.97
