
--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_flow_nd_conv_bs150_model2_iter_20000
Probability extention: prob
Clip accuracy on testset split 1 of UCF101 is 0.680677
Expriment finished at 2016-10-31 15:52:09.923041 
Per class accuracy
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_flow_nd_conv_bs150_fi1_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 1 of UCF101 is 0.706293
Expriment finished at 2016-11-17 23:04:00.231077 
Per class accuracy
Class 0: ... 0.84
Class 1: ... 0.85
Class 2: ... 0.54
Class 3: ... 0.74
Class 4: ... 0.73
Class 5: ... 0.77
Class 6: ... 0.54
Class 7: ... 0.63
Class 8: ... 0.96
Class 9: ... 0.93
Class 10: ... 0.77
Class 11: ... 0.94
Class 12: ... 0.53
Class 13: ... 0.62
Class 14: ... 0.75
Class 15: ... 0.81
Class 16: ... 0.72
Class 17: ... 0.95
Class 18: ... 0.61
Class 19: ... 0.29
Class 20: ... 0.84
Class 21: ... 0.78
Class 22: ... 0.53
Class 23: ... 0.58
Class 24: ... 0.54
Class 25: ... 0.93
Class 26: ... 0.75
Class 27: ... 0.79
Class 28: ... 0.32
Class 29: ... 0.63
Class 30: ... 0.64
Class 31: ... 0.53
Class 32: ... 0.78
Class 33: ... 0.55
Class 34: ... 0.25
Class 35: ... 0.73
Class 36: ... 0.62
Class 37: ... 0.41
Class 38: ... 0.80
Class 39: ... 0.56
Class 40: ... 0.95
Class 41: ... 0.96
Class 42: ... 0.91
Class 43: ... 0.95
Class 44: ... 0.65
Class 45: ... 0.90
Class 46: ... 0.86
Class 47: ... 0.68
Class 48: ... 0.68
Class 49: ... 0.80
Class 50: ... 0.48
Class 51: ... 0.59
Class 52: ... 0.95
Class 53: ... 0.42
Class 54: ... 0.34
Class 55: ... 0.56
Class 56: ... 0.71
Class 57: ... 0.44
Class 58: ... 0.76
Class 59: ... 0.71
Class 60: ... 0.75
Class 61: ... 0.71
Class 62: ... 0.77
Class 63: ... 0.77
Class 64: ... 0.71
Class 65: ... 0.96
Class 66: ... 0.78
Class 67: ... 0.63
Class 68: ... 0.96
Class 69: ... 0.63
Class 70: ... 0.85
Class 71: ... 0.61
Class 72: ... 0.83
Class 73: ... 0.55
Class 74: ... 0.66
Class 75: ... 0.78
Class 76: ... 0.83
Class 77: ... 0.55
Class 78: ... 0.39
Class 79: ... 0.72
Class 80: ... 0.45
Class 81: ... 0.68
Class 82: ... 0.81
Class 83: ... 0.89
Class 84: ... 0.86
Class 85: ... 0.79
Class 86: ... 0.87
Class 87: ... 0.90
Class 88: ... 0.74
Class 89: ... 0.62
Class 90: ... 0.54
Class 91: ... 0.59
Class 92: ... 0.72
Class 93: ... 0.76
Class 94: ... 0.70
Class 95: ... 0.79
Class 96: ... 0.90
Class 97: ... 0.68
Class 98: ... 0.65
Class 99: ... 0.87
Class 100: ... 0.57

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_flow_nd_conv_bs150_fi1_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 1 of UCF101 is 0.830558
Expriment finished at 2016-11-17 23:04:03.361196 
Per class accuracy
Class 0: ... 0.93
Class 1: ... 0.94
Class 2: ... 0.93
Class 3: ... 0.83
Class 4: ... 0.97
Class 5: ... 0.84
Class 6: ... 0.60
Class 7: ... 0.77
Class 8: ... 0.97
Class 9: ... 1.00
Class 10: ... 0.95
Class 11: ... 1.00
Class 12: ... 0.66
Class 13: ... 0.76
Class 14: ... 0.87
Class 15: ... 0.88
Class 16: ... 0.73
Class 17: ... 1.00
Class 18: ... 0.82
Class 19: ... 0.42
Class 20: ... 1.00
Class 21: ... 0.92
Class 22: ... 0.69
Class 23: ... 0.76
Class 24: ... 0.70
Class 25: ... 0.98
Class 26: ... 0.96
Class 27: ... 0.88
Class 28: ... 0.47
Class 29: ... 0.89
Class 30: ... 0.78
Class 31: ... 0.62
Class 32: ... 1.00
Class 33: ... 0.82
Class 34: ... 0.30
Class 35: ... 0.84
Class 36: ... 0.79
Class 37: ... 0.65
Class 38: ... 0.98
Class 39: ... 0.73
Class 40: ... 0.97
Class 41: ... 0.98
Class 42: ... 0.94
Class 43: ... 1.00
Class 44: ... 0.90
Class 45: ... 0.97
Class 46: ... 0.89
Class 47: ... 0.84
Class 48: ... 0.72
Class 49: ... 0.85
Class 50: ... 0.56
Class 51: ... 0.76
Class 52: ... 0.97
Class 53: ... 0.49
Class 54: ... 0.44
Class 55: ... 0.74
Class 56: ... 0.97
Class 57: ... 0.67
Class 58: ... 0.95
Class 59: ... 0.80
Class 60: ... 0.86
Class 61: ... 0.92
Class 62: ... 0.81
Class 63: ... 0.86
Class 64: ... 0.86
Class 65: ... 1.00
Class 66: ... 0.89
Class 67: ... 0.93
Class 68: ... 1.00
Class 69: ... 0.82
Class 70: ... 0.90
Class 71: ... 0.73
Class 72: ... 0.93
Class 73: ... 0.71
Class 74: ... 0.79
Class 75: ... 0.86
Class 76: ... 0.95
Class 77: ... 0.72
Class 78: ... 0.50
Class 79: ... 0.78
Class 80: ... 0.53
Class 81: ... 0.86
Class 82: ... 0.97
Class 83: ... 1.00
Class 84: ... 0.93
Class 85: ... 1.00
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.88
Class 89: ... 0.77
Class 90: ... 0.61
Class 91: ... 0.86
Class 92: ... 0.89
Class 93: ... 0.78
Class 94: ... 0.70
Class 95: ... 0.96
Class 96: ... 0.97
Class 97: ... 0.81
Class 98: ... 0.69
Class 99: ... 1.00
Class 100: ... 0.75

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_flow_nd_conv_bs150_fi2_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 1 of UCF101 is 0.712584
Expriment finished at 2016-11-17 23:06:18.725976 
Per class accuracy
Class 0: ... 0.82
Class 1: ... 0.87
Class 2: ... 0.56
Class 3: ... 0.74
Class 4: ... 0.71
Class 5: ... 0.83
Class 6: ... 0.55
Class 7: ... 0.62
Class 8: ... 0.97
Class 9: ... 0.93
Class 10: ... 0.78
Class 11: ... 0.95
Class 12: ... 0.56
Class 13: ... 0.57
Class 14: ... 0.77
Class 15: ... 0.80
Class 16: ... 0.69
Class 17: ... 0.97
Class 18: ... 0.54
Class 19: ... 0.32
Class 20: ... 0.85
Class 21: ... 0.79
Class 22: ... 0.55
Class 23: ... 0.53
Class 24: ... 0.53
Class 25: ... 0.91
Class 26: ... 0.77
Class 27: ... 0.83
Class 28: ... 0.36
Class 29: ... 0.71
Class 30: ... 0.64
Class 31: ... 0.58
Class 32: ... 0.74
Class 33: ... 0.51
Class 34: ... 0.31
Class 35: ... 0.75
Class 36: ... 0.59
Class 37: ... 0.40
Class 38: ... 0.77
Class 39: ... 0.55
Class 40: ... 0.93
Class 41: ... 0.96
Class 42: ... 0.90
Class 43: ... 0.95
Class 44: ... 0.71
Class 45: ... 0.92
Class 46: ... 0.78
Class 47: ... 0.70
Class 48: ... 0.71
Class 49: ... 0.81
Class 50: ... 0.49
Class 51: ... 0.63
Class 52: ... 0.94
Class 53: ... 0.41
Class 54: ... 0.38
Class 55: ... 0.53
Class 56: ... 0.76
Class 57: ... 0.39
Class 58: ... 0.76
Class 59: ... 0.71
Class 60: ... 0.66
Class 61: ... 0.73
Class 62: ... 0.78
Class 63: ... 0.84
Class 64: ... 0.71
Class 65: ... 0.97
Class 66: ... 0.76
Class 67: ... 0.65
Class 68: ... 0.96
Class 69: ... 0.57
Class 70: ... 0.85
Class 71: ... 0.68
Class 72: ... 0.83
Class 73: ... 0.55
Class 74: ... 0.66
Class 75: ... 0.79
Class 76: ... 0.82
Class 77: ... 0.57
Class 78: ... 0.46
Class 79: ... 0.73
Class 80: ... 0.45
Class 81: ... 0.69
Class 82: ... 0.82
Class 83: ... 0.88
Class 84: ... 0.88
Class 85: ... 0.76
Class 86: ... 0.86
Class 87: ... 0.91
Class 88: ... 0.78
Class 89: ... 0.61
Class 90: ... 0.54
Class 91: ... 0.65
Class 92: ... 0.72
Class 93: ... 0.79
Class 94: ... 0.73
Class 95: ... 0.77
Class 96: ... 0.91
Class 97: ... 0.71
Class 98: ... 0.68
Class 99: ... 0.92
Class 100: ... 0.58

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_flow_nd_conv_bs150_fi2_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 1 of UCF101 is 0.836373
Expriment finished at 2016-11-17 23:06:21.588342 
Per class accuracy
Class 0: ... 0.93
Class 1: ... 0.94
Class 2: ... 0.83
Class 3: ... 0.83
Class 4: ... 0.90
Class 5: ... 0.91
Class 6: ... 0.60
Class 7: ... 0.71
Class 8: ... 0.97
Class 9: ... 1.00
Class 10: ... 0.92
Class 11: ... 1.00
Class 12: ... 0.63
Class 13: ... 0.64
Class 14: ... 0.87
Class 15: ... 0.88
Class 16: ... 0.73
Class 17: ... 1.00
Class 18: ... 0.71
Class 19: ... 0.50
Class 20: ... 1.00
Class 21: ... 0.95
Class 22: ... 0.67
Class 23: ... 0.67
Class 24: ... 0.61
Class 25: ... 0.98
Class 26: ... 0.93
Class 27: ... 0.97
Class 28: ... 0.53
Class 29: ... 1.00
Class 30: ... 0.76
Class 31: ... 0.68
Class 32: ... 0.95
Class 33: ... 0.79
Class 34: ... 0.42
Class 35: ... 0.84
Class 36: ... 0.75
Class 37: ... 0.68
Class 38: ... 0.98
Class 39: ... 0.81
Class 40: ... 0.97
Class 41: ... 0.98
Class 42: ... 0.94
Class 43: ... 1.00
Class 44: ... 0.90
Class 45: ... 1.00
Class 46: ... 0.78
Class 47: ... 0.87
Class 48: ... 0.86
Class 49: ... 0.88
Class 50: ... 0.62
Class 51: ... 0.76
Class 52: ... 0.97
Class 53: ... 0.49
Class 54: ... 0.53
Class 55: ... 0.63
Class 56: ... 1.00
Class 57: ... 0.48
Class 58: ... 0.95
Class 59: ... 0.88
Class 60: ... 0.73
Class 61: ... 0.92
Class 62: ... 0.84
Class 63: ... 0.89
Class 64: ... 0.93
Class 65: ... 1.00
Class 66: ... 0.82
Class 67: ... 0.95
Class 68: ... 1.00
Class 69: ... 0.79
Class 70: ... 0.90
Class 71: ... 0.80
Class 72: ... 0.86
Class 73: ... 0.73
Class 74: ... 0.85
Class 75: ... 0.94
Class 76: ... 1.00
Class 77: ... 0.81
Class 78: ... 0.52
Class 79: ... 0.81
Class 80: ... 0.53
Class 81: ... 0.89
Class 82: ... 0.94
Class 83: ... 1.00
Class 84: ... 0.93
Class 85: ... 0.97
Class 86: ... 0.97
Class 87: ... 1.00
Class 88: ... 0.95
Class 89: ... 0.72
Class 90: ... 0.75
Class 91: ... 0.88
Class 92: ... 0.87
Class 93: ... 0.81
Class 94: ... 0.72
Class 95: ... 0.96
Class 96: ... 1.00
Class 97: ... 0.83
Class 98: ... 0.80
Class 99: ... 1.00
Class 100: ... 0.81

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_flow_nd_conv_bs150_fi1_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 1 of UCF101 is 0.706245
Expriment finished at 2016-12-09 15:51:05.683053 
Per class accuracy
Class 0: ... 0.84
Class 1: ... 0.85
Class 2: ... 0.54
Class 3: ... 0.74
Class 4: ... 0.73
Class 5: ... 0.77
Class 6: ... 0.54
Class 7: ... 0.63
Class 8: ... 0.96
Class 9: ... 0.93
Class 10: ... 0.77
Class 11: ... 0.94
Class 12: ... 0.53
Class 13: ... 0.62
Class 14: ... 0.75
Class 15: ... 0.81
Class 16: ... 0.72
Class 17: ... 0.95
Class 18: ... 0.61
Class 19: ... 0.29
Class 20: ... 0.84
Class 21: ... 0.78
Class 22: ... 0.53
Class 23: ... 0.58
Class 24: ... 0.54
Class 25: ... 0.93
Class 26: ... 0.75
Class 27: ... 0.79
Class 28: ... 0.33
Class 29: ... 0.63
Class 30: ... 0.64
Class 31: ... 0.53
Class 32: ... 0.78
Class 33: ... 0.55
Class 34: ... 0.25
Class 35: ... 0.73
Class 36: ... 0.62
Class 37: ... 0.41
Class 38: ... 0.80
Class 39: ... 0.56
Class 40: ... 0.95
Class 41: ... 0.96
Class 42: ... 0.91
Class 43: ... 0.95
Class 44: ... 0.65
Class 45: ... 0.90
Class 46: ... 0.86
Class 47: ... 0.68
Class 48: ... 0.68
Class 49: ... 0.80
Class 50: ... 0.48
Class 51: ... 0.59
Class 52: ... 0.95
Class 53: ... 0.42
Class 54: ... 0.34
Class 55: ... 0.56
Class 56: ... 0.71
Class 57: ... 0.43
Class 58: ... 0.76
Class 59: ... 0.71
Class 60: ... 0.75
Class 61: ... 0.71
Class 62: ... 0.77
Class 63: ... 0.77
Class 64: ... 0.71
Class 65: ... 0.96
Class 66: ... 0.78
Class 67: ... 0.63
Class 68: ... 0.96
Class 69: ... 0.63
Class 70: ... 0.85
Class 71: ... 0.61
Class 72: ... 0.83
Class 73: ... 0.55
Class 74: ... 0.66
Class 75: ... 0.78
Class 76: ... 0.83
Class 77: ... 0.55
Class 78: ... 0.39
Class 79: ... 0.72
Class 80: ... 0.45
Class 81: ... 0.68
Class 82: ... 0.81
Class 83: ... 0.89
Class 84: ... 0.86
Class 85: ... 0.79
Class 86: ... 0.87
Class 87: ... 0.90
Class 88: ... 0.74
Class 89: ... 0.62
Class 90: ... 0.54
Class 91: ... 0.59
Class 92: ... 0.72
Class 93: ... 0.76
Class 94: ... 0.70
Class 95: ... 0.79
Class 96: ... 0.90
Class 97: ... 0.68
Class 98: ... 0.65
Class 99: ... 0.87
Class 100: ... 0.57

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_flow_nd_conv_bs150_fi1_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 1 of UCF101 is 0.830558
Expriment finished at 2016-12-09 15:51:08.587034 
Per class accuracy
Class 0: ... 0.93
Class 1: ... 0.94
Class 2: ... 0.93
Class 3: ... 0.83
Class 4: ... 0.97
Class 5: ... 0.84
Class 6: ... 0.60
Class 7: ... 0.77
Class 8: ... 0.97
Class 9: ... 1.00
Class 10: ... 0.95
Class 11: ... 1.00
Class 12: ... 0.66
Class 13: ... 0.76
Class 14: ... 0.87
Class 15: ... 0.88
Class 16: ... 0.73
Class 17: ... 1.00
Class 18: ... 0.82
Class 19: ... 0.42
Class 20: ... 1.00
Class 21: ... 0.92
Class 22: ... 0.69
Class 23: ... 0.76
Class 24: ... 0.70
Class 25: ... 0.98
Class 26: ... 0.96
Class 27: ... 0.88
Class 28: ... 0.47
Class 29: ... 0.89
Class 30: ... 0.78
Class 31: ... 0.62
Class 32: ... 1.00
Class 33: ... 0.82
Class 34: ... 0.30
Class 35: ... 0.84
Class 36: ... 0.79
Class 37: ... 0.65
Class 38: ... 0.98
Class 39: ... 0.73
Class 40: ... 0.97
Class 41: ... 0.98
Class 42: ... 0.94
Class 43: ... 1.00
Class 44: ... 0.90
Class 45: ... 0.97
Class 46: ... 0.89
Class 47: ... 0.84
Class 48: ... 0.72
Class 49: ... 0.85
Class 50: ... 0.56
Class 51: ... 0.76
Class 52: ... 0.97
Class 53: ... 0.49
Class 54: ... 0.44
Class 55: ... 0.74
Class 56: ... 0.97
Class 57: ... 0.67
Class 58: ... 0.95
Class 59: ... 0.80
Class 60: ... 0.86
Class 61: ... 0.92
Class 62: ... 0.81
Class 63: ... 0.86
Class 64: ... 0.86
Class 65: ... 1.00
Class 66: ... 0.89
Class 67: ... 0.93
Class 68: ... 1.00
Class 69: ... 0.82
Class 70: ... 0.90
Class 71: ... 0.73
Class 72: ... 0.93
Class 73: ... 0.71
Class 74: ... 0.79
Class 75: ... 0.86
Class 76: ... 0.95
Class 77: ... 0.72
Class 78: ... 0.50
Class 79: ... 0.78
Class 80: ... 0.53
Class 81: ... 0.86
Class 82: ... 0.97
Class 83: ... 1.00
Class 84: ... 0.93
Class 85: ... 1.00
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.88
Class 89: ... 0.77
Class 90: ... 0.61
Class 91: ... 0.86
Class 92: ... 0.89
Class 93: ... 0.78
Class 94: ... 0.70
Class 95: ... 0.96
Class 96: ... 0.97
Class 97: ... 0.81
Class 98: ... 0.69
Class 99: ... 1.00
Class 100: ... 0.75

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_flow_bn_bs105_wi1_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 1 of UCF101 is 0.686198
Expriment finished at 2016-12-28 15:25:33.875970 
Per class accuracy
Class 0: ... 0.84
Class 1: ... 0.81
Class 2: ... 0.66
Class 3: ... 0.72
Class 4: ... 0.73
Class 5: ... 0.78
Class 6: ... 0.53
Class 7: ... 0.54
Class 8: ... 1.00
Class 9: ... 0.93
Class 10: ... 0.71
Class 11: ... 0.91
Class 12: ... 0.56
Class 13: ... 0.58
Class 14: ... 0.68
Class 15: ... 0.81
Class 16: ... 0.68
Class 17: ... 0.97
Class 18: ... 0.66
Class 19: ... 0.14
Class 20: ... 0.83
Class 21: ... 0.78
Class 22: ... 0.51
Class 23: ... 0.44
Class 24: ... 0.58
Class 25: ... 0.87
Class 26: ... 0.74
Class 27: ... 0.83
Class 28: ... 0.29
Class 29: ... 0.66
Class 30: ... 0.67
Class 31: ... 0.64
Class 32: ... 0.77
Class 33: ... 0.39
Class 34: ... 0.32
Class 35: ... 0.72
Class 36: ... 0.56
Class 37: ... 0.41
Class 38: ... 0.73
Class 39: ... 0.46
Class 40: ... 0.89
Class 41: ... 0.96
Class 42: ... 0.86
Class 43: ... 0.93
Class 44: ... 0.63
Class 45: ... 0.87
Class 46: ... 0.97
Class 47: ... 0.72
Class 48: ... 0.60
Class 49: ... 0.87
Class 50: ... 0.48
Class 51: ... 0.54
Class 52: ... 0.88
Class 53: ... 0.41
Class 54: ... 0.30
Class 55: ... 0.42
Class 56: ... 0.73
Class 57: ... 0.21
Class 58: ... 0.71
Class 59: ... 0.64
Class 60: ... 0.69
Class 61: ... 0.71
Class 62: ... 0.83
Class 63: ... 0.68
Class 64: ... 0.65
Class 65: ... 0.94
Class 66: ... 0.68
Class 67: ... 0.56
Class 68: ... 0.91
Class 69: ... 0.59
Class 70: ... 0.84
Class 71: ... 0.67
Class 72: ... 0.81
Class 73: ... 0.58
Class 74: ... 0.59
Class 75: ... 0.83
Class 76: ... 0.86
Class 77: ... 0.52
Class 78: ... 0.41
Class 79: ... 0.69
Class 80: ... 0.41
Class 81: ... 0.72
Class 82: ... 0.84
Class 83: ... 0.83
Class 84: ... 0.87
Class 85: ... 0.71
Class 86: ... 0.88
Class 87: ... 0.91
Class 88: ... 0.75
Class 89: ... 0.55
Class 90: ... 0.49
Class 91: ... 0.54
Class 92: ... 0.74
Class 93: ... 0.77
Class 94: ... 0.66
Class 95: ... 0.70
Class 96: ... 0.92
Class 97: ... 0.59
Class 98: ... 0.64
Class 99: ... 0.89
Class 100: ... 0.55

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_flow_bn_bs105_wi1_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 1 of UCF101 is 0.808353
Expriment finished at 2016-12-28 15:25:37.295330 
Per class accuracy
Class 0: ... 0.95
Class 1: ... 0.91
Class 2: ... 0.85
Class 3: ... 0.83
Class 4: ... 0.97
Class 5: ... 0.81
Class 6: ... 0.65
Class 7: ... 0.60
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 0.87
Class 11: ... 1.00
Class 12: ... 0.76
Class 13: ... 0.73
Class 14: ... 0.87
Class 15: ... 0.88
Class 16: ... 0.73
Class 17: ... 0.97
Class 18: ... 0.79
Class 19: ... 0.19
Class 20: ... 1.00
Class 21: ... 0.95
Class 22: ... 0.58
Class 23: ... 0.55
Class 24: ... 0.73
Class 25: ... 0.98
Class 26: ... 0.91
Class 27: ... 0.94
Class 28: ... 0.30
Class 29: ... 0.92
Class 30: ... 0.89
Class 31: ... 0.70
Class 32: ... 0.95
Class 33: ... 0.64
Class 34: ... 0.39
Class 35: ... 0.82
Class 36: ... 0.68
Class 37: ... 0.62
Class 38: ... 0.90
Class 39: ... 0.54
Class 40: ... 0.97
Class 41: ... 0.98
Class 42: ... 0.91
Class 43: ... 1.00
Class 44: ... 0.87
Class 45: ... 0.90
Class 46: ... 0.97
Class 47: ... 0.89
Class 48: ... 0.81
Class 49: ... 0.94
Class 50: ... 0.51
Class 51: ... 0.59
Class 52: ... 0.94
Class 53: ... 0.49
Class 54: ... 0.44
Class 55: ... 0.60
Class 56: ... 0.97
Class 57: ... 0.27
Class 58: ... 0.93
Class 59: ... 0.83
Class 60: ... 0.80
Class 61: ... 0.85
Class 62: ... 0.86
Class 63: ... 0.86
Class 64: ... 0.86
Class 65: ... 0.97
Class 66: ... 0.82
Class 67: ... 0.90
Class 68: ... 1.00
Class 69: ... 0.82
Class 70: ... 0.87
Class 71: ... 0.77
Class 72: ... 0.86
Class 73: ... 0.83
Class 74: ... 0.79
Class 75: ... 0.97
Class 76: ... 1.00
Class 77: ... 0.70
Class 78: ... 0.50
Class 79: ... 0.72
Class 80: ... 0.53
Class 81: ... 0.93
Class 82: ... 1.00
Class 83: ... 0.97
Class 84: ... 0.88
Class 85: ... 0.94
Class 86: ... 0.94
Class 87: ... 1.00
Class 88: ... 0.90
Class 89: ... 0.67
Class 90: ... 0.61
Class 91: ... 0.76
Class 92: ... 0.89
Class 93: ... 0.84
Class 94: ... 0.77
Class 95: ... 0.89
Class 96: ... 0.97
Class 97: ... 0.78
Class 98: ... 0.60
Class 99: ... 0.98
Class 100: ... 0.78

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_flow_bn_bs105_nopretrain_wi1_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 1 of UCF101 is 0.600480
Expriment finished at 2017-01-02 16:05:50.580198 
Per class accuracy
Class 0: ... 0.71
Class 1: ... 0.74
Class 2: ... 0.37
Class 3: ... 0.68
Class 4: ... 0.57
Class 5: ... 0.68
Class 6: ... 0.51
Class 7: ... 0.48
Class 8: ... 0.92
Class 9: ... 0.88
Class 10: ... 0.57
Class 11: ... 0.93
Class 12: ... 0.46
Class 13: ... 0.48
Class 14: ... 0.69
Class 15: ... 0.65
Class 16: ... 0.73
Class 17: ... 0.92
Class 18: ... 0.47
Class 19: ... 0.06
Class 20: ... 0.67
Class 21: ... 0.74
Class 22: ... 0.46
Class 23: ... 0.46
Class 24: ... 0.35
Class 25: ... 0.72
Class 26: ... 0.62
Class 27: ... 0.75
Class 28: ... 0.22
Class 29: ... 0.51
Class 30: ... 0.58
Class 31: ... 0.44
Class 32: ... 0.44
Class 33: ... 0.19
Class 34: ... 0.30
Class 35: ... 0.66
Class 36: ... 0.56
Class 37: ... 0.35
Class 38: ... 0.64
Class 39: ... 0.34
Class 40: ... 0.87
Class 41: ... 0.90
Class 42: ... 0.75
Class 43: ... 0.87
Class 44: ... 0.51
Class 45: ... 0.81
Class 46: ... 0.93
Class 47: ... 0.71
Class 48: ... 0.54
Class 49: ... 0.84
Class 50: ... 0.43
Class 51: ... 0.44
Class 52: ... 0.78
Class 53: ... 0.39
Class 54: ... 0.13
Class 55: ... 0.35
Class 56: ... 0.51
Class 57: ... 0.07
Class 58: ... 0.66
Class 59: ... 0.53
Class 60: ... 0.56
Class 61: ... 0.62
Class 62: ... 0.74
Class 63: ... 0.65
Class 64: ... 0.50
Class 65: ... 0.93
Class 66: ... 0.55
Class 67: ... 0.46
Class 68: ... 0.91
Class 69: ... 0.55
Class 70: ... 0.71
Class 71: ... 0.63
Class 72: ... 0.66
Class 73: ... 0.37
Class 74: ... 0.49
Class 75: ... 0.75
Class 76: ... 0.79
Class 77: ... 0.47
Class 78: ... 0.37
Class 79: ... 0.60
Class 80: ... 0.32
Class 81: ... 0.61
Class 82: ... 0.77
Class 83: ... 0.76
Class 84: ... 0.88
Class 85: ... 0.57
Class 86: ... 0.74
Class 87: ... 0.86
Class 88: ... 0.56
Class 89: ... 0.54
Class 90: ... 0.32
Class 91: ... 0.51
Class 92: ... 0.67
Class 93: ... 0.74
Class 94: ... 0.72
Class 95: ... 0.71
Class 96: ... 0.79
Class 97: ... 0.53
Class 98: ... 0.61
Class 99: ... 0.80
Class 100: ... 0.54

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_flow_bn_bs105_nopretrain_wi1_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 1 of UCF101 is 0.735660
Expriment finished at 2017-01-02 16:30:59.711467 
Per class accuracy
Class 0: ... 0.91
Class 1: ... 0.91
Class 2: ... 0.54
Class 3: ... 0.83
Class 4: ... 0.74
Class 5: ... 0.70
Class 6: ... 0.65
Class 7: ... 0.63
Class 8: ... 0.92
Class 9: ... 0.98
Class 10: ... 0.79
Class 11: ... 1.00
Class 12: ... 0.66
Class 13: ... 0.58
Class 14: ... 0.83
Class 15: ... 0.77
Class 16: ... 0.78
Class 17: ... 1.00
Class 18: ... 0.61
Class 19: ... 0.00
Class 20: ... 0.94
Class 21: ... 0.92
Class 22: ... 0.53
Class 23: ... 0.49
Class 24: ... 0.39
Class 25: ... 0.96
Class 26: ... 0.82
Class 27: ... 0.91
Class 28: ... 0.25
Class 29: ... 0.75
Class 30: ... 0.73
Class 31: ... 0.51
Class 32: ... 0.77
Class 33: ... 0.27
Class 34: ... 0.36
Class 35: ... 0.82
Class 36: ... 0.71
Class 37: ... 0.53
Class 38: ... 0.93
Class 39: ... 0.51
Class 40: ... 0.94
Class 41: ... 0.96
Class 42: ... 0.82
Class 43: ... 1.00
Class 44: ... 0.74
Class 45: ... 0.85
Class 46: ... 0.95
Class 47: ... 0.95
Class 48: ... 0.69
Class 49: ... 0.91
Class 50: ... 0.49
Class 51: ... 0.59
Class 52: ... 0.85
Class 53: ... 0.40
Class 54: ... 0.18
Class 55: ... 0.49
Class 56: ... 0.81
Class 57: ... 0.06
Class 58: ... 0.84
Class 59: ... 0.68
Class 60: ... 0.63
Class 61: ... 0.69
Class 62: ... 0.79
Class 63: ... 0.82
Class 64: ... 0.61
Class 65: ... 1.00
Class 66: ... 0.82
Class 67: ... 0.78
Class 68: ... 1.00
Class 69: ... 0.75
Class 70: ... 0.82
Class 71: ... 0.73
Class 72: ... 0.71
Class 73: ... 0.71
Class 74: ... 0.65
Class 75: ... 0.94
Class 76: ... 0.95
Class 77: ... 0.67
Class 78: ... 0.50
Class 79: ... 0.69
Class 80: ... 0.42
Class 81: ... 0.79
Class 82: ... 0.94
Class 83: ... 1.00
Class 84: ... 0.85
Class 85: ... 0.81
Class 86: ... 0.82
Class 87: ... 1.00
Class 88: ... 0.76
Class 89: ... 0.67
Class 90: ... 0.50
Class 91: ... 0.69
Class 92: ... 0.89
Class 93: ... 0.84
Class 94: ... 0.79
Class 95: ... 0.89
Class 96: ... 0.91
Class 97: ... 0.72
Class 98: ... 0.69
Class 99: ... 0.93
Class 100: ... 0.78

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
